Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
17	0.9318	72.1477	0.0129	Gene.611::c366_g1_i1::g.611::m.611	Gene.613::c366_g1_i2::g.613::m.613
18	1.0416	69.9922	0.0149	Gene.612::c366_g1_i1::g.612::m.612	Gene.614::c366_g1_i2::g.614::m.614
19	0.2612	0.6541	0.3992	Gene.612::c366_g1_i1::g.612::m.612	Gene.613::c366_g1_i2::g.613::m.613
20	0.0895	0.2131	0.4201	Gene.688::c414_g1_i1::g.688::m.688	Gene.689::c414_g1_i2::g.689::m.689
21	0.0197	0.0279	0.7074	Gene.751::c442_g1_i1::g.751::m.751	Gene.753::c442_g1_i2::g.753::m.753
22	1.3326	44.1699	0.0302	Gene.751::c442_g1_i1::g.751::m.751	Gene.755::c442_g1_i2::g.755::m.755
23	12.9338	26.3491	0.4909	Gene.751::c442_g1_i1::g.751::m.751	Gene.756::c442_g1_i2::g.756::m.756
24	0.0030	0.0062	0.4909	Gene.752::c442_g1_i1::g.752::m.752	Gene.755::c442_g1_i2::g.755::m.755
25	1.1267	15.7352	0.0716	Gene.752::c442_g1_i1::g.752::m.752	Gene.753::c442_g1_i2::g.753::m.753
26	1.3233	50.9289	0.0260	Gene.752::c442_g1_i1::g.752::m.752	Gene.756::c442_g1_i2::g.756::m.756
27	1.0518	80.1665	0.0131	Gene.766::c449_g1_i1::g.766::m.766	Gene.770::c449_g1_i2::g.770::m.770
28	0.0573	0.0468	1.2238	Gene.766::c449_g1_i1::g.766::m.766	Gene.769::c449_g1_i2::g.769::m.769
29	2.5554	68.4116	0.0374	Gene.766::c449_g1_i1::g.766::m.766	Gene.772::c449_g1_i2::g.772::m.772
30	1.2407	51.5207	0.0241	Gene.766::c449_g1_i1::g.766::m.766	Gene.771::c449_g1_i2::g.771::m.771
31	2.2047	3.1502	0.6999	Gene.767::c449_g1_i1::g.767::m.767	Gene.772::c449_g1_i2::g.772::m.772
32	0.0554	0.0643	0.8618	Gene.767::c449_g1_i1::g.767::m.767	Gene.771::c449_g1_i2::g.771::m.771
33	14.1129	19.8707	0.7102	Gene.767::c449_g1_i1::g.767::m.767	Gene.770::c449_g1_i2::g.770::m.770
34	1.7073	51.9550	0.0329	Gene.767::c449_g1_i1::g.767::m.767	Gene.769::c449_g1_i2::g.769::m.769
35	0.0432	0.0744	0.5803	Gene.768::c449_g1_i1::g.768::m.768	Gene.772::c449_g1_i2::g.772::m.772
36	3.8613	44.2897	0.0872	Gene.768::c449_g1_i1::g.768::m.768	Gene.770::c449_g1_i2::g.770::m.770
37	10.2037	3.8618	2.6422	Gene.768::c449_g1_i1::g.768::m.768	Gene.769::c449_g1_i2::g.769::m.769
38	2.5054	3.0049	0.8338	Gene.768::c449_g1_i1::g.768::m.768	Gene.771::c449_g1_i2::g.771::m.771
39	0.0664	0.0727	0.9135	Gene.847::c479_g1_i1::g.847::m.847	Gene.849::c479_g1_i2::g.849::m.849
40	0.0432	0.0514	0.8396	Gene.1011::c572_g1_i1::g.1011::m.1011	Gene.1012::c572_g1_i2::g.1012::m.1012
41	0.0049	0.0000	99.0000	Gene.1240::c710_g1_i1::g.1240::m.1240	Gene.1241::c710_g1_i2::g.1241::m.1241
42	0.0039	0.0000	99.0000	Gene.1276::c747_g1_i1::g.1276::m.1276	Gene.1277::c747_g1_i2::g.1277::m.1277
43	0.0814	0.1577	0.5165	Gene.1284::c756_g1_i1::g.1284::m.1284	Gene.1287::c756_g1_i2::g.1287::m.1287
44	1.1659	61.9661	0.0188	Gene.1284::c756_g1_i1::g.1284::m.1284	Gene.1290::c756_g1_i2::g.1290::m.1290
45	1.2012	71.2308	0.0169	Gene.1284::c756_g1_i1::g.1284::m.1284	Gene.1289::c756_g1_i2::g.1289::m.1289
46	0.1527	0.3630	0.4205	Gene.1285::c756_g1_i1::g.1285::m.1285	Gene.1290::c756_g1_i2::g.1290::m.1290
47	1.0914	64.1501	0.0170	Gene.1285::c756_g1_i1::g.1285::m.1285	Gene.1287::c756_g1_i2::g.1287::m.1287
48	1.4320	78.5542	0.0182	Gene.1285::c756_g1_i1::g.1285::m.1285	Gene.1289::c756_g1_i2::g.1289::m.1289
49	0.0000	0.0000	0.4160	Gene.1484::c877_g1_i1::g.1484::m.1484	Gene.1485::c877_g1_i2::g.1485::m.1485
50	0.0316	0.0684	0.4623	Gene.1619::c952_g1_i1::g.1619::m.1619	Gene.1621::c952_g1_i2::g.1621::m.1621
51	0.0676	0.0969	0.6980	Gene.1625::c958_g1_i1::g.1625::m.1625	Gene.1626::c958_g1_i2::g.1626::m.1626
52	0.1765	0.5212	0.3386	Gene.1645::c972_g1_i1::g.1645::m.1645	Gene.1646::c972_g1_i2::g.1646::m.1646
53	0.0836	0.0792	1.0554	Gene.1648::c974_g1_i1::g.1648::m.1648	Gene.1649::c974_g1_i2::g.1649::m.1649
54	7.3291	2.9579	2.4778	Gene.1778::c1037_g1_i1::g.1778::m.1778	Gene.1779::c1037_g1_i1::g.1779::m.1779
55	2.4598	43.5758	0.0564	Gene.1778::c1037_g1_i1::g.1778::m.1778	Gene.1780::c1037_g1_i1::g.1780::m.1780
56	8.4078	1.3386	6.2812	Gene.1779::c1037_g1_i1::g.1779::m.1779	Gene.1780::c1037_g1_i1::g.1780::m.1780
57	0.2846	0.3191	0.8918	Gene.1876::c1102_g1_i1::g.1876::m.1876	Gene.1879::c1102_g1_i2::g.1879::m.1879
58	1.1429	3.2524	0.3514	Gene.1876::c1102_g1_i1::g.1876::m.1876	Gene.1881::c1102_g1_i2::g.1881::m.1881
59	1.8018	6.6713	0.2701	Gene.1876::c1102_g1_i1::g.1876::m.1876	Gene.1884::c1102_g1_i2::g.1884::m.1884
60	0.2425	0.7672	0.3161	Gene.1877::c1102_g1_i1::g.1877::m.1877	Gene.1881::c1102_g1_i2::g.1881::m.1881
61	0.8711	6.2509	0.1394	Gene.1877::c1102_g1_i1::g.1877::m.1877	Gene.1879::c1102_g1_i2::g.1879::m.1879
62	1.1290	60.2951	0.0187	Gene.1877::c1102_g1_i1::g.1877::m.1877	Gene.1884::c1102_g1_i2::g.1884::m.1884
63	0.0254	0.0193	1.3133	Gene.1878::c1102_g1_i1::g.1878::m.1878	Gene.1884::c1102_g1_i2::g.1884::m.1884
64	14.0542	24.5362	0.5728	Gene.1878::c1102_g1_i1::g.1878::m.1878	Gene.1881::c1102_g1_i2::g.1881::m.1881
65	0.0159	0.0199	0.8012	Gene.1932::c1136_g1_i1::g.1932::m.1932	Gene.1934::c1136_g1_i2::g.1934::m.1934
66	0.9495	2.2046	0.4307	Gene.1982::c1174_g1_i1::g.1982::m.1982	Gene.1983::c1174_g1_i2::g.1983::m.1983
67	0.2234	0.3594	0.6217	Gene.2055::c1224_g1_i1::g.2055::m.2055	Gene.2056::c1224_g1_i2::g.2056::m.2056
68	1.2977	59.4416	0.0218	Gene.2098::c1264_g1_i1::g.2098::m.2098	Gene.2102::c1264_g1_i2::g.2102::m.2102
69	0.2320	0.9762	0.2377	Gene.2105::c1267_g1_i1::g.2105::m.2105	Gene.2111::c1267_g1_i2::g.2111::m.2111
70	1.2840	6.2920	0.2041	Gene.2105::c1267_g1_i1::g.2105::m.2105	Gene.2110::c1267_g1_i2::g.2110::m.2110
71	1.1567	5.6616	0.2043	Gene.2106::c1267_g1_i1::g.2106::m.2106	Gene.2111::c1267_g1_i2::g.2111::m.2111
72	0.0846	0.0983	0.8605	Gene.2106::c1267_g1_i1::g.2106::m.2106	Gene.2110::c1267_g1_i2::g.2110::m.2110
73	0.3603	82.5266	0.0044	Gene.2106::c1267_g1_i1::g.2106::m.2106	Gene.2113::c1267_g1_i2::g.2113::m.2113
74	0.0000	0.0000	0.3829	Gene.2144::c1290_g1_i1::g.2144::m.2144	Gene.2145::c1290_g1_i2::g.2145::m.2145
75	1.4081	3.8976	0.3613	Gene.2162::c1304_g1_i1::g.2162::m.2162	Gene.2163::c1304_g1_i1::g.2163::m.2163
76	1.5950	2.8678	0.5562	Gene.2170::c1310_g1_i1::g.2170::m.2170	Gene.2177::c1310_g1_i2::g.2177::m.2177
77	0.0518	0.0142	3.6580	Gene.2172::c1310_g1_i1::g.2172::m.2172	Gene.2177::c1310_g1_i2::g.2177::m.2177
78	0.5174	0.9547	0.5420	Gene.2261::c1353_g1_i1::g.2261::m.2261	Gene.2263::c1353_g1_i2::g.2263::m.2263
79	0.0455	0.0628	0.7240	Gene.2414::c1447_g1_i1::g.2414::m.2414	Gene.2420::c1447_g1_i2::g.2420::m.2420
80	1.2971	7.0373	0.1843	Gene.2414::c1447_g1_i1::g.2414::m.2414	Gene.2419::c1447_g1_i2::g.2419::m.2419
81	1.1756	73.2567	0.0160	Gene.2415::c1447_g1_i1::g.2415::m.2415	Gene.2420::c1447_g1_i2::g.2420::m.2420
82	0.0164	0.0850	0.1924	Gene.2415::c1447_g1_i1::g.2415::m.2415	Gene.2419::c1447_g1_i2::g.2419::m.2419
83	0.0336	0.0948	0.3545	Gene.2517::c1509_g1_i1::g.2517::m.2517	Gene.2518::c1509_g1_i2::g.2518::m.2518
84	1.9361	53.8799	0.0359	Gene.2581::c1548_g1_i1::g.2581::m.2581	Gene.2584::c1548_g1_i2::g.2584::m.2584
85	1.3576	1.6755	0.8103	Gene.2582::c1548_g1_i1::g.2582::m.2582	Gene.2584::c1548_g1_i2::g.2584::m.2584
86	0.1230	1.1339	0.1084	Gene.2607::c1563_g1_i1::g.2607::m.2607	Gene.2613::c1563_g2_i1::g.2613::m.2613
87	1.8334	56.3148	0.0326	Gene.2607::c1563_g1_i1::g.2607::m.2607	Gene.2615::c1563_g2_i1::g.2615::m.2615
88	1.3281	68.2988	0.0194	Gene.2607::c1563_g1_i1::g.2607::m.2607	Gene.2616::c1563_g2_i1::g.2616::m.2616
89	1.1268	56.2654	0.0200	Gene.2608::c1563_g1_i1::g.2608::m.2608	Gene.2613::c1563_g2_i1::g.2613::m.2613
90	12.3478	22.3710	0.5520	Gene.2608::c1563_g1_i1::g.2608::m.2608	Gene.2615::c1563_g2_i1::g.2615::m.2615
91	17.4931	15.4799	1.1300	Gene.2608::c1563_g1_i1::g.2608::m.2608	Gene.2616::c1563_g2_i1::g.2616::m.2616
92	1.2779	3.6397	0.3511	Gene.2609::c1563_g1_i1::g.2609::m.2609	Gene.2613::c1563_g2_i1::g.2613::m.2613
93	4.5117	4.9124	0.9184	Gene.2609::c1563_g1_i1::g.2609::m.2609	Gene.2615::c1563_g2_i1::g.2615::m.2615
94	3.4681	1.4237	2.4360	Gene.2609::c1563_g1_i1::g.2609::m.2609	Gene.2616::c1563_g2_i1::g.2616::m.2616
95	0.1774	0.0522	3.4006	Gene.2610::c1563_g1_i1::g.2610::m.2610	Gene.2616::c1563_g2_i1::g.2616::m.2616
96	1.2741	3.5424	0.3597	Gene.2610::c1563_g1_i1::g.2610::m.2610	Gene.2613::c1563_g2_i1::g.2613::m.2613
97	2.0461	48.7168	0.0420	Gene.2610::c1563_g1_i1::g.2610::m.2610	Gene.2615::c1563_g2_i1::g.2615::m.2615
98	7.8486	27.9837	0.2805	Gene.2707::c1613_g1_i1::g.2707::m.2707	Gene.2711::c1613_g1_i2::g.2711::m.2711
99	0.0109	0.0053	2.0564	Gene.2707::c1613_g1_i1::g.2707::m.2707	Gene.2710::c1613_g1_i2::g.2710::m.2710
100	1.7532	61.2178	0.0286	Gene.2707::c1613_g1_i1::g.2707::m.2707	Gene.2712::c1613_g1_i2::g.2712::m.2712
901	0.0689	0.0895	0.7700	Gene.14207::c8128_g1_i1::g.14207::m.14207	Gene.14208::c8128_g1_i2::g.14208::m.14208
902	0.0166	0.0529	0.3140	Gene.14217::c8133_g1_i1::g.14217::m.14217	Gene.14218::c8133_g1_i2::g.14218::m.14218
903	0.1428	0.1178	1.2121	Gene.14257::c8151_g2_i1::g.14257::m.14257	Gene.14258::c8151_g3_i1::g.14258::m.14258
904	0.0670	0.2158	0.3107	Gene.14262::c8154_g1_i1::g.14262::m.14262	Gene.14263::c8154_g1_i2::g.14263::m.14263
905	0.0382	0.0757	0.5048	Gene.14273::c8161_g1_i1::g.14273::m.14273	Gene.14274::c8161_g1_i3::g.14274::m.14274
906	0.0000	0.0037	0.0010	Gene.14275::c8162_g1_i1::g.14275::m.14275	Gene.14276::c8162_g1_i2::g.14276::m.14276
907	0.0000	0.0057	0.0010	Gene.14279::c8163_g1_i1::g.14279::m.14279	Gene.14281::c8163_g1_i2::g.14281::m.14281
908	0.0448	0.0608	0.7364	Gene.14301::c8172_g1_i1::g.14301::m.14301	Gene.14302::c8172_g1_i3::g.14302::m.14302
909	0.0190	0.0477	0.3992	Gene.14339::c8192_g1_i2::g.14339::m.14339	Gene.14340::c8192_g1_i3::g.14340::m.14340
910	0.2137	0.3734	0.5724	Gene.14363::c8203_g1_i1::g.14363::m.14363	Gene.14364::c8203_g1_i2::g.14364::m.14364
911	1.2918	67.5059	0.0191	Gene.14373::c8207_g1_i1::g.14373::m.14373	Gene.14376::c8207_g1_i3::g.14376::m.14376
912	0.2437	0.4049	0.6018	Gene.14374::c8207_g1_i1::g.14374::m.14374	Gene.14376::c8207_g1_i3::g.14376::m.14376
913	0.1487	0.8696	0.1710	Gene.14384::c8212_g1_i1::g.14384::m.14384	Gene.14385::c8212_g2_i1::g.14385::m.14385
914	0.0155	0.0565	0.2749	Gene.14394::c8216_g1_i1::g.14394::m.14394	Gene.14395::c8216_g1_i2::g.14395::m.14395
915	0.0000	0.0057	0.0010	Gene.14397::c8217_g1_i1::g.14397::m.14397	Gene.14399::c8217_g1_i2::g.14399::m.14399
916	0.8954	62.3841	0.0144	Gene.14397::c8217_g1_i1::g.14397::m.14397	Gene.14400::c8217_g1_i2::g.14400::m.14400
917	0.0131	0.0240	0.5436	Gene.14398::c8217_g1_i1::g.14398::m.14398	Gene.14400::c8217_g1_i2::g.14400::m.14400
918	1.0978	62.0162	0.0177	Gene.14398::c8217_g1_i1::g.14398::m.14398	Gene.14399::c8217_g1_i2::g.14399::m.14399
919	0.0000	0.0058	0.0010	Gene.14399::c8217_g1_i2::g.14399::m.14399	Gene.14401::c8217_g1_i3::g.14401::m.14401
920	1.0978	62.0158	0.0177	Gene.14399::c8217_g1_i2::g.14399::m.14399	Gene.14402::c8217_g1_i3::g.14402::m.14402
921	0.0131	0.0240	0.5436	Gene.14400::c8217_g1_i2::g.14400::m.14400	Gene.14402::c8217_g1_i3::g.14402::m.14402
922	0.8954	62.3842	0.0144	Gene.14400::c8217_g1_i2::g.14400::m.14400	Gene.14401::c8217_g1_i3::g.14401::m.14401
923	1.1355	9.5322	0.1191	Gene.14434::c8232_g1_i1::g.14434::m.14434	Gene.14437::c8232_g1_i2::g.14437::m.14437
924	0.2048	0.2353	0.8703	Gene.14435::c8232_g1_i1::g.14435::m.14435	Gene.14437::c8232_g1_i2::g.14437::m.14437
925	0.0032	0.0607	0.0532	Gene.14475::c8250_g1_i1::g.14475::m.14475	Gene.14476::c8250_g1_i2::g.14476::m.14476
926	1.0844	66.4774	0.0163	Gene.14475::c8250_g1_i1::g.14475::m.14475	Gene.14477::c8250_g1_i2::g.14477::m.14477
927	1.0827	61.4803	0.0176	Gene.14495::c8258_g2_i1::g.14495::m.14495	Gene.14496::c8258_g2_i1::g.14496::m.14496
928	0.0040	0.0103	0.3910	Gene.14545::c8280_g1_i1::g.14545::m.14545	Gene.14547::c8280_g1_i2::g.14547::m.14547
929	0.0533	0.0758	0.7034	Gene.14553::c8283_g1_i1::g.14553::m.14553	Gene.14554::c8283_g1_i2::g.14554::m.14554
930	0.0000	0.0179	0.0010	Gene.14584::c8298_g1_i1::g.14584::m.14584	Gene.14585::c8298_g1_i2::g.14585::m.14585
931	0.0042	0.0272	0.1537	Gene.14610::c8309_g1_i1::g.14610::m.14610	Gene.14611::c8309_g1_i2::g.14611::m.14611
932	0.1209	0.2129	0.5679	Gene.14615::c8311_g1_i1::g.14615::m.14615	Gene.14616::c8311_g1_i2::g.14616::m.14616
933	0.0478	0.3269	0.1463	Gene.14639::c8323_g1_i1::g.14639::m.14639	Gene.14640::c8323_g1_i2::g.14640::m.14640
934	0.1265	0.3625	0.3490	Gene.14667::c8338_g1_i1::g.14667::m.14667	Gene.14675::c8338_g1_i3::g.14675::m.14675
935	0.1041	0.2185	0.4764	Gene.14667::c8338_g1_i1::g.14667::m.14667	Gene.14670::c8338_g1_i2::g.14670::m.14670
936	0.9807	25.4474	0.0385	Gene.14667::c8338_g1_i1::g.14667::m.14667	Gene.14671::c8338_g1_i2::g.14671::m.14671
937	1.0556	22.5663	0.0468	Gene.14667::c8338_g1_i1::g.14667::m.14667	Gene.14676::c8338_g1_i3::g.14676::m.14676
938	0.9042	68.4133	0.0132	Gene.14667::c8338_g1_i1::g.14667::m.14667	Gene.14677::c8338_g1_i3::g.14677::m.14677
939	0.0247	0.0495	0.4990	Gene.14668::c8338_g1_i1::g.14668::m.14668	Gene.14676::c8338_g1_i3::g.14676::m.14676
940	0.9412	68.5518	0.0137	Gene.14668::c8338_g1_i1::g.14668::m.14668	Gene.14675::c8338_g1_i3::g.14675::m.14675
941	0.0306	0.0291	1.0533	Gene.14668::c8338_g1_i1::g.14668::m.14668	Gene.14671::c8338_g1_i2::g.14671::m.14671
942	0.9582	6.8184	0.1405	Gene.14668::c8338_g1_i1::g.14668::m.14668	Gene.14670::c8338_g1_i2::g.14670::m.14670
943	2.2629	43.9096	0.0515	Gene.14668::c8338_g1_i1::g.14668::m.14668	Gene.14677::c8338_g1_i3::g.14677::m.14677
944	1.0175	56.6796	0.0180	Gene.14669::c8338_g1_i1::g.14669::m.14669	Gene.14670::c8338_g1_i2::g.14670::m.14670
945	1.1839	65.1934	0.0182	Gene.14669::c8338_g1_i1::g.14669::m.14669	Gene.14671::c8338_g1_i2::g.14671::m.14671
946	0.3183	0.3505	0.9081	Gene.14669::c8338_g1_i1::g.14669::m.14669	Gene.14677::c8338_g1_i3::g.14677::m.14677
947	1.3462	6.9920	0.1925	Gene.14669::c8338_g1_i1::g.14669::m.14669	Gene.14676::c8338_g1_i3::g.14676::m.14676
948	0.0962	0.1616	0.5954	Gene.14670::c8338_g1_i2::g.14670::m.14670	Gene.14675::c8338_g1_i3::g.14675::m.14675
949	1.2897	7.5205	0.1715	Gene.14670::c8338_g1_i2::g.14670::m.14670	Gene.14676::c8338_g1_i3::g.14676::m.14676
950	1.2199	59.8507	0.0204	Gene.14670::c8338_g1_i2::g.14670::m.14670	Gene.14677::c8338_g1_i3::g.14677::m.14677
951	0.0474	0.0534	0.8884	Gene.14671::c8338_g1_i2::g.14671::m.14671	Gene.14676::c8338_g1_i3::g.14676::m.14676
952	0.9805	67.9116	0.0144	Gene.14671::c8338_g1_i2::g.14671::m.14671	Gene.14675::c8338_g1_i3::g.14675::m.14675
953	1.4693	70.1180	0.0210	Gene.14671::c8338_g1_i2::g.14671::m.14671	Gene.14677::c8338_g1_i3::g.14677::m.14677
954	0.0111	0.0166	0.6688	Gene.14680::c8340_g1_i1::g.14680::m.14680	Gene.14683::c8340_g1_i2::g.14683::m.14683
955	0.9019	17.7551	0.0508	Gene.14680::c8340_g1_i1::g.14680::m.14680	Gene.14685::c8340_g1_i2::g.14685::m.14685
956	0.0043	0.0112	0.3886	Gene.14682::c8340_g1_i1::g.14682::m.14682	Gene.14685::c8340_g1_i2::g.14685::m.14685
957	0.9020	17.4192	0.0518	Gene.14682::c8340_g1_i1::g.14682::m.14682	Gene.14683::c8340_g1_i2::g.14683::m.14683
958	0.0088	0.0277	0.3174	Gene.14690::c8344_g1_i1::g.14690::m.14690	Gene.14692::c8344_g1_i2::g.14692::m.14692
959	1.0272	18.7084	0.0549	Gene.14710::c8357_g1_i1::g.14710::m.14710	Gene.14715::c8357_g1_i2::g.14715::m.14715
960	0.0523	0.0620	0.8441	Gene.14711::c8357_g1_i1::g.14711::m.14711	Gene.14715::c8357_g1_i2::g.14715::m.14715
961	1.1680	3.5281	0.3311	Gene.14711::c8357_g1_i1::g.14711::m.14711	Gene.14714::c8357_g1_i2::g.14714::m.14714
962	1.0996	9.5070	0.1157	Gene.14712::c8357_g1_i1::g.14712::m.14712	Gene.14714::c8357_g1_i2::g.14714::m.14714
963	1.1363	57.6152	0.0197	Gene.14713::c8357_g1_i1::g.14713::m.14713	Gene.14715::c8357_g1_i2::g.14715::m.14715
964	0.0693	0.0759	0.9130	Gene.14713::c8357_g1_i1::g.14713::m.14713	Gene.14714::c8357_g1_i2::g.14714::m.14714
965	0.0494	0.2393	0.2066	Gene.14736::c8371_g1_i1::g.14736::m.14736	Gene.14737::c8371_g1_i2::g.14737::m.14737
966	0.0240	2.1713	0.0110	Gene.14839::c8402_g1_i1::g.14839::m.14839	Gene.14840::c8402_g2_i1::g.14840::m.14840
967	0.0000	0.0034	0.0010	Gene.14868::c8417_g1_i1::g.14868::m.14868	Gene.14870::c8417_g1_i2::g.14870::m.14870
968	0.0417	0.0571	0.7305	Gene.14869::c8417_g1_i1::g.14869::m.14869	Gene.14871::c8417_g1_i2::g.14871::m.14871
969	0.1116	0.1923	0.5802	Gene.14873::c8418_g2_i1::g.14873::m.14873	Gene.14875::c8418_g3_i1::g.14875::m.14875
970	1.2233	7.7739	0.1574	Gene.14882::c8422_g1_i1::g.14882::m.14882	Gene.14885::c8422_g1_i2::g.14885::m.14885
971	18.5654	12.9631	1.4322	Gene.14882::c8422_g1_i1::g.14882::m.14882	Gene.14884::c8422_g1_i2::g.14884::m.14884
972	0.1939	0.3807	0.5093	Gene.14882::c8422_g1_i1::g.14882::m.14882	Gene.14886::c8422_g1_i2::g.14886::m.14886
973	1.3405	50.1986	0.0267	Gene.14883::c8422_g1_i1::g.14883::m.14883	Gene.14886::c8422_g1_i2::g.14886::m.14886
974	0.2603	0.3910	0.6657	Gene.14883::c8422_g1_i1::g.14883::m.14883	Gene.14885::c8422_g1_i2::g.14885::m.14885
975	0.8135	1.5720	0.5175	Gene.14883::c8422_g1_i1::g.14883::m.14883	Gene.14884::c8422_g1_i2::g.14884::m.14884
976	0.0836	0.0870	0.9603	Gene.14884::c8422_g1_i2::g.14884::m.14884	Gene.14890::c8422_g1_i5::g.14890::m.14890
977	1.2314	60.4361	0.0204	Gene.14884::c8422_g1_i2::g.14884::m.14884	Gene.14889::c8422_g1_i5::g.14889::m.14889
978	18.1799	13.6466	1.3322	Gene.14884::c8422_g1_i2::g.14884::m.14884	Gene.14887::c8422_g1_i3::g.14887::m.14887
979	0.8135	1.5720	0.5175	Gene.14884::c8422_g1_i2::g.14884::m.14884	Gene.14888::c8422_g1_i3::g.14888::m.14888
980	1.3358	7.4498	0.1793	Gene.14885::c8422_g1_i2::g.14885::m.14885	Gene.14890::c8422_g1_i5::g.14890::m.14890
981	1.1877	3.6938	0.3215	Gene.14885::c8422_g1_i2::g.14885::m.14885	Gene.14889::c8422_g1_i5::g.14889::m.14889
982	1.0771	11.0118	0.0978	Gene.14885::c8422_g1_i2::g.14885::m.14885	Gene.14887::c8422_g1_i3::g.14887::m.14887
983	0.2603	0.3910	0.6657	Gene.14885::c8422_g1_i2::g.14885::m.14885	Gene.14888::c8422_g1_i3::g.14888::m.14888
984	1.8933	1.7546	1.0790	Gene.14886::c8422_g1_i2::g.14886::m.14886	Gene.14890::c8422_g1_i5::g.14890::m.14890
985	0.0268	0.0650	0.4130	Gene.14886::c8422_g1_i2::g.14886::m.14886	Gene.14889::c8422_g1_i5::g.14889::m.14889
986	0.1939	0.3807	0.5093	Gene.14886::c8422_g1_i2::g.14886::m.14886	Gene.14887::c8422_g1_i3::g.14887::m.14887
987	1.3405	50.1987	0.0267	Gene.14886::c8422_g1_i2::g.14886::m.14886	Gene.14888::c8422_g1_i3::g.14888::m.14888
988	0.0181	0.0381	0.4758	Gene.14935::c8434_g1_i1::g.14935::m.14935	Gene.14936::c8434_g1_i2::g.14936::m.14936
989	0.0288	0.0929	0.3106	Gene.14951::c8445_g1_i1::g.14951::m.14951	Gene.14952::c8445_g1_i2::g.14952::m.14952
990	0.0079	0.0256	0.3076	Gene.14974::c8456_g1_i1::g.14974::m.14974	Gene.14976::c8456_g1_i2::g.14976::m.14976
991	0.0030	0.0000	99.0000	Gene.14983::c8459_g1_i1::g.14983::m.14983	Gene.14984::c8459_g1_i2::g.14984::m.14984
992	0.0592	0.0859	0.6898	Gene.15012::c8473_g1_i1::g.15012::m.15012	Gene.15013::c8473_g1_i2::g.15013::m.15013
993	0.0592	0.0859	0.6898	Gene.15013::c8473_g1_i2::g.15013::m.15013	Gene.15014::c8473_g1_i3::g.15014::m.15014
994	0.0000	0.0098	0.0010	Gene.15029::c8480_g1_i1::g.15029::m.15029	Gene.15030::c8480_g1_i3::g.15030::m.15030
995	0.0475	0.1241	0.3827	Gene.15040::c8486_g1_i1::g.15040::m.15040	Gene.15041::c8486_g1_i2::g.15041::m.15041
996	0.0656	0.1320	0.4974	Gene.15049::c8488_g1_i1::g.15049::m.15049	Gene.15050::c8488_g1_i2::g.15050::m.15050
997	1.8935	14.4550	0.1310	Gene.15075::c8501_g1_i1::g.15075::m.15075	Gene.15077::c8501_g1_i2::g.15077::m.15077
998	0.0178	0.0201	0.8843	Gene.15075::c8501_g1_i1::g.15075::m.15075	Gene.15078::c8501_g1_i2::g.15078::m.15078
999	0.0072	0.0046	1.5684	Gene.15076::c8501_g1_i1::g.15076::m.15076	Gene.15077::c8501_g1_i2::g.15077::m.15077
1000	6.5864	31.9155	0.2064	Gene.15076::c8501_g1_i1::g.15076::m.15076	Gene.15078::c8501_g1_i2::g.15078::m.15078
1001	0.0000	0.0133	0.0010	Gene.15094::c8510_g1_i1::g.15094::m.15094	Gene.15095::c8510_g1_i2::g.15095::m.15095
