Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
19	0.0090	0.1114	0.0810	Gene.256::c150_g1_i1::g.256::m.256	Gene.257::c150_g1_i2::g.257::m.257
20	0.2310	0.5228	0.4417	Gene.265::c155_g1_i1::g.265::m.265	Gene.266::c155_g1_i2::g.266::m.266
21	1.1814	60.6544	0.0195	Gene.265::c155_g1_i1::g.265::m.265	Gene.267::c155_g1_i2::g.267::m.267
22	0.0475	0.1753	0.2710	Gene.298::c171_g1_i1::g.298::m.298	Gene.299::c171_g1_i2::g.299::m.299
23	0.1763	0.1661	1.0614	Gene.340::c202_g1_i1::g.340::m.340	Gene.343::c202_g1_i2::g.343::m.343
24	2.2472	2.7939	0.8043	Gene.340::c202_g1_i1::g.340::m.340	Gene.344::c202_g1_i2::g.344::m.344
25	0.9213	0.2883	3.1960	Gene.340::c202_g1_i1::g.340::m.340	Gene.345::c202_g1_i2::g.345::m.345
26	0.0256	0.0351	0.7291	Gene.341::c202_g1_i1::g.341::m.341	Gene.344::c202_g1_i2::g.344::m.344
27	24.5628	0.9695	25.3359	Gene.341::c202_g1_i1::g.341::m.341	Gene.343::c202_g1_i2::g.343::m.343
28	1.9482	51.4461	0.0379	Gene.341::c202_g1_i1::g.341::m.341	Gene.345::c202_g1_i2::g.345::m.345
29	0.4967	55.3605	0.0090	Gene.342::c202_g1_i1::g.342::m.342	Gene.345::c202_g1_i2::g.345::m.345
30	2.1965	50.6487	0.0434	Gene.342::c202_g1_i1::g.342::m.342	Gene.344::c202_g1_i2::g.344::m.344
31	2.1718	44.2601	0.0491	Gene.342::c202_g1_i1::g.342::m.342	Gene.343::c202_g1_i2::g.343::m.343
32	0.0547	0.1674	0.3266	Gene.355::c210_g1_i1::g.355::m.355	Gene.356::c210_g1_i2::g.356::m.356
33	1.3449	60.8413	0.0221	Gene.388::c240_g1_i1::g.388::m.388	Gene.389::c240_g1_i2::g.389::m.389
34	0.0542	0.2817	0.1925	Gene.613::c407_g1_i1::g.613::m.613	Gene.615::c407_g1_i2::g.615::m.615
35	1.3713	1.7806	0.7702	Gene.613::c407_g1_i1::g.613::m.613	Gene.616::c407_g1_i2::g.616::m.616
36	0.0401	0.3301	0.1214	Gene.614::c407_g1_i1::g.614::m.614	Gene.616::c407_g1_i2::g.616::m.616
37	1.2006	46.5451	0.0258	Gene.614::c407_g1_i1::g.614::m.614	Gene.615::c407_g1_i2::g.615::m.615
38	0.0704	0.0560	1.2565	Gene.624::c415_g1_i1::g.624::m.624	Gene.625::c415_g1_i3::g.625::m.625
39	0.0220	0.0213	1.0326	Gene.649::c436_g1_i1::g.649::m.649	Gene.652::c436_g1_i2::g.652::m.652
40	0.0312	0.2042	0.1527	Gene.874::c588_g2_i1::g.874::m.874	Gene.875::c588_g2_i2::g.875::m.875
41	0.0000	0.0098	0.0010	Gene.883::c593_g1_i1::g.883::m.883	Gene.886::c593_g1_i2::g.886::m.886
42	1.8252	37.8190	0.0483	Gene.884::c593_g1_i1::g.884::m.884	Gene.886::c593_g1_i2::g.886::m.886
43	0.0461	0.0722	0.6381	Gene.898::c603_g1_i1::g.898::m.898	Gene.899::c603_g1_i2::g.899::m.899
44	0.0444	0.1805	0.2461	Gene.909::c610_g1_i1::g.909::m.909	Gene.911::c610_g1_i2::g.911::m.911
45	0.0224	0.2368	0.0944	Gene.929::c623_g1_i1::g.929::m.929	Gene.930::c623_g1_i2::g.930::m.930
46	1.6159	60.2663	0.0268	Gene.974::c660_g1_i1::g.974::m.974	Gene.975::c660_g1_i2::g.975::m.975
47	0.0265	0.1392	0.1902	Gene.1015::c696_g1_i1::g.1015::m.1015	Gene.1016::c696_g1_i2::g.1016::m.1016
48	0.0320	0.1602	0.1999	Gene.1015::c696_g1_i1::g.1015::m.1015	Gene.1017::c696_g1_i3::g.1017::m.1017
49	0.1197	0.3692	0.3243	Gene.1052::c724_g1_i1::g.1052::m.1052	Gene.1054::c724_g1_i2::g.1054::m.1054
50	1.1075	8.3556	0.1325	Gene.1053::c724_g1_i1::g.1053::m.1053	Gene.1054::c724_g1_i2::g.1054::m.1054
51	0.0591	0.1837	0.3218	Gene.1246::c897_g1_i1::g.1246::m.1246	Gene.1247::c897_g1_i2::g.1247::m.1247
52	1.0010	5.6914	0.1759	Gene.1246::c897_g1_i1::g.1246::m.1246	Gene.1248::c897_g1_i2::g.1248::m.1248
53	0.0682	0.0220	3.0968	Gene.1252::c901_g1_i1::g.1252::m.1252	Gene.1253::c901_g1_i2::g.1253::m.1253
54	0.0100	0.0199	0.5060	Gene.1316::c953_g1_i1::g.1316::m.1316	Gene.1319::c953_g1_i2::g.1319::m.1319
55	1.3003	43.5330	0.0299	Gene.1317::c953_g1_i1::g.1317::m.1317	Gene.1319::c953_g1_i2::g.1319::m.1319
56	0.0348	0.2368	0.1470	Gene.1380::c997_g1_i1::g.1380::m.1380	Gene.1381::c997_g1_i2::g.1381::m.1381
57	0.0102	0.0367	0.2778	Gene.1446::c1039_g1_i1::g.1446::m.1446	Gene.1447::c1039_g1_i2::g.1447::m.1447
58	0.0085	0.1826	0.0463	Gene.1458::c1048_g1_i1::g.1458::m.1458	Gene.1459::c1048_g1_i2::g.1459::m.1459
59	0.0158	0.1679	0.0940	Gene.1475::c1057_g1_i1::g.1475::m.1475	Gene.1476::c1057_g1_i2::g.1476::m.1476
60	0.0514	0.2132	0.2410	Gene.1502::c1079_g1_i1::g.1502::m.1502	Gene.1503::c1079_g1_i2::g.1503::m.1503
61	0.0293	0.3370	0.0870	Gene.1519::c1092_g1_i1::g.1519::m.1519	Gene.1520::c1092_g1_i2::g.1520::m.1520
62	0.1578	0.2435	0.6478	Gene.1530::c1102_g1_i1::g.1530::m.1530	Gene.1533::c1102_g1_i2::g.1533::m.1533
63	1.1762	3.7359	0.3148	Gene.1530::c1102_g1_i1::g.1530::m.1530	Gene.1534::c1102_g1_i2::g.1534::m.1534
64	1.3929	52.4935	0.0265	Gene.1531::c1102_g1_i1::g.1531::m.1531	Gene.1533::c1102_g1_i2::g.1533::m.1533
65	15.2227	19.2271	0.7917	Gene.1531::c1102_g1_i1::g.1531::m.1531	Gene.1534::c1102_g1_i2::g.1534::m.1534
66	0.3491	1.2672	0.2755	Gene.1532::c1102_g1_i1::g.1532::m.1532	Gene.1534::c1102_g1_i2::g.1534::m.1534
67	0.9383	4.1194	0.2278	Gene.1532::c1102_g1_i1::g.1532::m.1532	Gene.1533::c1102_g1_i2::g.1533::m.1533
68	0.0355	0.1387	0.2556	Gene.1581::c1134_g1_i1::g.1581::m.1581	Gene.1584::c1134_g1_i2::g.1584::m.1584
69	1.6128	57.5454	0.0280	Gene.1581::c1134_g1_i1::g.1581::m.1581	Gene.1585::c1134_g1_i2::g.1585::m.1585
70	1.3341	58.6987	0.0227	Gene.1582::c1134_g1_i1::g.1582::m.1582	Gene.1584::c1134_g1_i2::g.1584::m.1584
71	0.0029	0.0171	0.1716	Gene.1582::c1134_g1_i1::g.1582::m.1582	Gene.1585::c1134_g1_i2::g.1585::m.1585
72	1.0829	74.6168	0.0145	Gene.1583::c1134_g1_i1::g.1583::m.1583	Gene.1584::c1134_g1_i2::g.1584::m.1584
73	1.8124	4.5092	0.4019	Gene.1583::c1134_g1_i1::g.1583::m.1583	Gene.1585::c1134_g1_i2::g.1585::m.1585
74	0.0781	0.1792	0.4356	Gene.1640::c1175_g1_i1::g.1640::m.1640	Gene.1641::c1175_g1_i2::g.1641::m.1641
75	0.5400	0.5621	0.9608	Gene.1673::c1205_g1_i1::g.1673::m.1673	Gene.1674::c1205_g1_i1::g.1674::m.1674
76	0.0010	0.0110	0.0916	Gene.1693::c1218_g1_i1::g.1693::m.1693	Gene.1700::c1218_g1_i2::g.1700::m.1700
77	1.4252	12.7908	0.1114	Gene.1693::c1218_g1_i1::g.1693::m.1693	Gene.1701::c1218_g1_i2::g.1701::m.1701
78	1.0716	57.2647	0.0187	Gene.1693::c1218_g1_i1::g.1693::m.1693	Gene.1703::c1218_g1_i2::g.1703::m.1703
79	0.0030	0.0081	0.3753	Gene.1694::c1218_g1_i1::g.1694::m.1694	Gene.1701::c1218_g1_i2::g.1701::m.1701
80	1.5027	65.3202	0.0230	Gene.1694::c1218_g1_i1::g.1694::m.1694	Gene.1700::c1218_g1_i2::g.1700::m.1700
81	0.0065	0.0140	0.4674	Gene.1696::c1218_g1_i1::g.1696::m.1696	Gene.1703::c1218_g1_i2::g.1703::m.1703
82	1.1311	57.2301	0.0198	Gene.1696::c1218_g1_i1::g.1696::m.1696	Gene.1700::c1218_g1_i2::g.1700::m.1700
83	0.0195	0.1928	0.1010	Gene.1733::c1237_g1_i1::g.1733::m.1733	Gene.1734::c1237_g1_i2::g.1734::m.1734
84	0.0584	0.1043	0.5601	Gene.1740::c1240_g1_i1::g.1740::m.1740	Gene.1743::c1240_g1_i2::g.1743::m.1743
85	1.1545	4.2976	0.2686	Gene.1741::c1240_g1_i1::g.1741::m.1741	Gene.1743::c1240_g1_i2::g.1743::m.1743
86	1.2934	5.8655	0.2205	Gene.1771::c1256_g1_i1::g.1771::m.1771	Gene.1772::c1256_g1_i1::g.1772::m.1772
87	13.5445	26.3580	0.5139	Gene.1771::c1256_g1_i1::g.1771::m.1771	Gene.1773::c1256_g1_i1::g.1773::m.1773
88	1.3422	61.9266	0.0217	Gene.1772::c1256_g1_i1::g.1772::m.1772	Gene.1773::c1256_g1_i1::g.1773::m.1773
89	0.0073	0.0642	0.1134	Gene.1775::c1258_g1_i1::g.1775::m.1775	Gene.1776::c1258_g1_i2::g.1776::m.1776
90	0.1236	0.3219	0.3839	Gene.1782::c1264_g1_i1::g.1782::m.1782	Gene.1783::c1264_g1_i2::g.1783::m.1783
91	0.0138	0.1865	0.0741	Gene.1812::c1281_g1_i1::g.1812::m.1812	Gene.1813::c1281_g1_i2::g.1813::m.1813
92	0.0494	0.4129	0.1198	Gene.1821::c1285_g1_i1::g.1821::m.1821	Gene.1822::c1285_g1_i2::g.1822::m.1822
93	0.0266	0.0230	1.1554	Gene.1827::c1289_g1_i1::g.1827::m.1827	Gene.1829::c1289_g1_i2::g.1829::m.1829
94	0.0874	0.3265	0.2678	Gene.1835::c1294_g1_i1::g.1835::m.1835	Gene.1836::c1294_g1_i2::g.1836::m.1836
95	0.0424	0.0905	0.4683	Gene.1845::c1299_g1_i1::g.1845::m.1845	Gene.1846::c1299_g1_i2::g.1846::m.1846
96	0.0507	0.2140	0.2367	Gene.1892::c1327_g1_i1::g.1892::m.1892	Gene.1894::c1327_g1_i2::g.1894::m.1894
97	0.0109	0.0001	99.0000	Gene.1930::c1348_g1_i1::g.1930::m.1930	Gene.1931::c1348_g1_i2::g.1931::m.1931
98	0.0292	0.2675	0.1093	Gene.1967::c1366_g1_i1::g.1967::m.1967	Gene.1971::c1366_g1_i2::g.1971::m.1971
99	0.0671	0.2806	0.2393	Gene.2032::c1398_g1_i1::g.2032::m.2032	Gene.2033::c1398_g1_i2::g.2033::m.2033
100	0.0018	0.0186	0.0954	Gene.2192::c1498_g1_i1::g.2192::m.2192	Gene.2193::c1498_g1_i2::g.2193::m.2193
901	0.0217	0.3733	0.0581	Gene.9918::c5924_g1_i1::g.9918::m.9918	Gene.9919::c5924_g1_i2::g.9919::m.9919
902	0.0496	0.2706	0.1834	Gene.9932::c5931_g1_i1::g.9932::m.9932	Gene.9933::c5931_g1_i3::g.9933::m.9933
903	0.0079	0.2209	0.0355	Gene.9934::c5932_g1_i1::g.9934::m.9934	Gene.9935::c5932_g1_i2::g.9935::m.9935
904	0.9384	68.8782	0.0136	Gene.9934::c5932_g1_i1::g.9934::m.9934	Gene.9936::c5932_g1_i2::g.9936::m.9936
905	0.0343	0.1324	0.2594	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9960::c5941_g1_i3::g.9960::m.9960
906	1.0976	5.2727	0.2082	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9961::c5941_g1_i3::g.9961::m.9961
907	1.5242	4.4929	0.3393	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9959::c5941_g1_i2::g.9959::m.9959
908	1.8537	51.6604	0.0359	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9958::c5941_g1_i2::g.9958::m.9958
909	1.4979	7.0473	0.2125	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9957::c5941_g1_i2::g.9957::m.9957
910	1.2193	59.1408	0.0206	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9956::c5941_g1_i2::g.9956::m.9956
911	0.2264	0.6705	0.3376	Gene.9950::c5941_g1_i1::g.9950::m.9950	Gene.9955::c5941_g1_i2::g.9955::m.9955
912	1.4672	55.9527	0.0262	Gene.9951::c5941_g1_i1::g.9951::m.9951	Gene.9959::c5941_g1_i2::g.9959::m.9959
913	1.5080	49.6810	0.0304	Gene.9951::c5941_g1_i1::g.9951::m.9951	Gene.9958::c5941_g1_i2::g.9958::m.9958
914	0.2290	0.2424	0.9447	Gene.9951::c5941_g1_i1::g.9951::m.9951	Gene.9957::c5941_g1_i2::g.9957::m.9957
915	1.9046	61.4175	0.0310	Gene.9951::c5941_g1_i1::g.9951::m.9951	Gene.9956::c5941_g1_i2::g.9956::m.9956
916	3.7138	61.7599	0.0601	Gene.9951::c5941_g1_i1::g.9951::m.9951	Gene.9955::c5941_g1_i2::g.9955::m.9955
917	16.9061	16.1682	1.0456	Gene.9952::c5941_g1_i1::g.9952::m.9952	Gene.9959::c5941_g1_i2::g.9959::m.9959
918	0.1901	0.0415	4.5855	Gene.9952::c5941_g1_i1::g.9952::m.9952	Gene.9958::c5941_g1_i2::g.9958::m.9958
919	1.5854	50.4694	0.0314	Gene.9952::c5941_g1_i1::g.9952::m.9952	Gene.9957::c5941_g1_i2::g.9957::m.9957
920	1.6229	56.4612	0.0287	Gene.9952::c5941_g1_i1::g.9952::m.9952	Gene.9956::c5941_g1_i2::g.9956::m.9956
921	1.7273	23.3751	0.0739	Gene.9952::c5941_g1_i1::g.9952::m.9952	Gene.9955::c5941_g1_i2::g.9955::m.9955
922	0.0452	0.0933	0.4838	Gene.9953::c5941_g2_i1::g.9953::m.9953	Gene.9965::c5941_g2_i2::g.9965::m.9965
923	1.4144	45.6076	0.0310	Gene.9953::c5941_g2_i1::g.9953::m.9953	Gene.9966::c5941_g2_i2::g.9966::m.9966
924	14.0859	22.0529	0.6387	Gene.9954::c5941_g2_i1::g.9954::m.9954	Gene.9965::c5941_g2_i2::g.9965::m.9965
925	17.0465	15.5724	1.0947	Gene.9954::c5941_g2_i1::g.9954::m.9954	Gene.9966::c5941_g2_i2::g.9966::m.9966
926	1.7273	23.3759	0.0739	Gene.9955::c5941_g1_i2::g.9955::m.9955	Gene.9964::c5941_g1_i3::g.9964::m.9964
927	18.2246	11.2428	1.6210	Gene.9955::c5941_g1_i2::g.9955::m.9955	Gene.9963::c5941_g1_i3::g.9963::m.9963
928	1.6229	56.4612	0.0287	Gene.9956::c5941_g1_i2::g.9956::m.9956	Gene.9964::c5941_g1_i3::g.9964::m.9964
929	1.9046	61.4175	0.0310	Gene.9956::c5941_g1_i2::g.9956::m.9956	Gene.9963::c5941_g1_i3::g.9963::m.9963
930	1.5854	50.4694	0.0314	Gene.9957::c5941_g1_i2::g.9957::m.9957	Gene.9964::c5941_g1_i3::g.9964::m.9964
931	0.2290	0.2424	0.9447	Gene.9957::c5941_g1_i2::g.9957::m.9957	Gene.9963::c5941_g1_i3::g.9963::m.9963
932	0.1901	0.0415	4.5832	Gene.9958::c5941_g1_i2::g.9958::m.9958	Gene.9964::c5941_g1_i3::g.9964::m.9964
933	1.5080	49.6810	0.0304	Gene.9958::c5941_g1_i2::g.9958::m.9958	Gene.9963::c5941_g1_i3::g.9963::m.9963
934	16.9061	16.1682	1.0456	Gene.9959::c5941_g1_i2::g.9959::m.9959	Gene.9964::c5941_g1_i3::g.9964::m.9964
935	1.4672	55.9527	0.0262	Gene.9959::c5941_g1_i2::g.9959::m.9959	Gene.9963::c5941_g1_i3::g.9963::m.9963
936	0.0519	0.3071	0.1691	Gene.9967::c5942_g1_i1::g.9967::m.9967	Gene.9969::c5942_g1_i2::g.9969::m.9969
937	1.1686	58.8396	0.0199	Gene.9967::c5942_g1_i1::g.9967::m.9967	Gene.9970::c5942_g1_i2::g.9970::m.9970
938	1.4323	57.5289	0.0249	Gene.9968::c5942_g1_i1::g.9968::m.9968	Gene.9970::c5942_g1_i2::g.9970::m.9970
939	0.9935	19.5936	0.0507	Gene.9968::c5942_g1_i1::g.9968::m.9968	Gene.9969::c5942_g1_i2::g.9969::m.9969
940	0.0375	0.0921	0.4077	Gene.9991::c5956_g1_i1::g.9991::m.9991	Gene.9992::c5956_g1_i2::g.9992::m.9992
941	0.0323	0.1065	0.3031	Gene.10008::c5963_g1_i1::g.10008::m.10008	Gene.10009::c5963_g1_i2::g.10009::m.10009
942	0.0037	0.2422	0.0155	Gene.10013::c5966_g1_i1::g.10013::m.10013	Gene.10014::c5966_g1_i2::g.10014::m.10014
943	0.0318	0.0771	0.4132	Gene.10019::c5968_g1_i1::g.10019::m.10019	Gene.10022::c5968_g1_i2::g.10022::m.10022
944	0.0181	0.0337	0.5358	Gene.10028::c5971_g1_i1::g.10028::m.10028	Gene.10031::c5971_g1_i2::g.10031::m.10031
945	0.0184	0.2342	0.0786	Gene.10039::c5975_g1_i1::g.10039::m.10039	Gene.10040::c5975_g1_i2::g.10040::m.10040
946	2.1998	4.5263	0.4860	Gene.10051::c5983_g1_i1::g.10051::m.10051	Gene.10052::c5983_g1_i2::g.10052::m.10052
947	0.2722	0.6486	0.4196	Gene.10051::c5983_g1_i1::g.10051::m.10051	Gene.10053::c5983_g1_i2::g.10053::m.10053
948	0.1141	0.1500	0.7607	Gene.10057::c5985_g1_i1::g.10057::m.10057	Gene.10059::c5985_g1_i3::g.10059::m.10059
949	0.0215	0.0564	0.3806	Gene.10074::c5994_g1_i1::g.10074::m.10074	Gene.10076::c5994_g1_i2::g.10076::m.10076
950	0.0250	0.1426	0.1753	Gene.10078::c5995_g1_i1::g.10078::m.10078	Gene.10079::c5995_g1_i2::g.10079::m.10079
951	0.0483	0.2275	0.2124	Gene.10085::c5998_g1_i1::g.10085::m.10085	Gene.10087::c5998_g1_i2::g.10087::m.10087
952	1.4761	13.5575	0.1089	Gene.10086::c5998_g1_i1::g.10086::m.10086	Gene.10087::c5998_g1_i2::g.10087::m.10087
953	0.0048	0.0355	0.1366	Gene.10098::c6006_g1_i1::g.10098::m.10098	Gene.10100::c6006_g1_i2::g.10100::m.10100
954	0.3817	0.6915	0.5520	Gene.10107::c6010_g1_i1::g.10107::m.10107	Gene.10108::c6010_g1_i2::g.10108::m.10108
955	1.9635	14.7158	0.1334	Gene.10109::c6011_g1_i1::g.10109::m.10109	Gene.10114::c6011_g1_i2::g.10114::m.10114
956	0.1017	0.0465	2.1865	Gene.10110::c6011_g1_i1::g.10110::m.10110	Gene.10114::c6011_g1_i2::g.10114::m.10114
957	0.0089	0.0192	0.4633	Gene.10115::c6012_g1_i1::g.10115::m.10115	Gene.10117::c6012_g1_i2::g.10117::m.10117
958	0.0222	0.1170	0.1901	Gene.10148::c6029_g1_i1::g.10148::m.10148	Gene.10149::c6029_g1_i2::g.10149::m.10149
959	0.0307	0.0522	0.5886	Gene.10152::c6031_g1_i1::g.10152::m.10152	Gene.10153::c6031_g1_i2::g.10153::m.10153
960	0.0916	0.2844	0.3222	Gene.10169::c6036_g1_i1::g.10169::m.10169	Gene.10175::c6036_g1_i2::g.10175::m.10175
961	2.0178	14.9895	0.1346	Gene.10171::c6036_g1_i1::g.10171::m.10171	Gene.10175::c6036_g1_i2::g.10175::m.10175
962	0.0134	0.3280	0.0409	Gene.10197::c6046_g1_i2::g.10197::m.10197	Gene.10198::c6046_g2_i1::g.10198::m.10198
963	1.5700	54.2692	0.0289	Gene.10197::c6046_g1_i2::g.10197::m.10197	Gene.10199::c6046_g2_i1::g.10199::m.10199
964	0.0000	0.0065	0.0010	Gene.10200::c6047_g1_i1::g.10200::m.10200	Gene.10201::c6047_g1_i2::g.10201::m.10201
965	0.0788	0.2431	0.3240	Gene.10202::c6048_g1_i1::g.10202::m.10202	Gene.10208::c6048_g3_i1::g.10208::m.10208
966	28.9239	1.2567	23.0160	Gene.10202::c6048_g1_i1::g.10202::m.10202	Gene.10207::c6048_g3_i1::g.10207::m.10207
967	0.0164	0.2361	0.0694	Gene.10211::c6050_g1_i1::g.10211::m.10211	Gene.10213::c6050_g1_i2::g.10213::m.10213
968	1.4295	66.3144	0.0216	Gene.10211::c6050_g1_i1::g.10211::m.10211	Gene.10214::c6050_g1_i2::g.10214::m.10214
969	0.0727	0.2096	0.3468	Gene.10212::c6050_g1_i1::g.10212::m.10212	Gene.10214::c6050_g1_i2::g.10214::m.10214
970	8.2045	4.7864	1.7141	Gene.10212::c6050_g1_i1::g.10212::m.10212	Gene.10213::c6050_g1_i2::g.10213::m.10213
971	0.0146	0.1930	0.0756	Gene.10225::c6056_g1_i1::g.10225::m.10225	Gene.10226::c6056_g1_i2::g.10226::m.10226
972	0.0209	0.1807	0.1157	Gene.10242::c6064_g1_i1::g.10242::m.10242	Gene.10244::c6064_g1_i2::g.10244::m.10244
973	1.3742	8.2989	0.1656	Gene.10275::c6078_g1_i1::g.10275::m.10275	Gene.10277::c6078_g1_i2::g.10277::m.10277
974	0.1951	0.5106	0.3821	Gene.10275::c6078_g1_i1::g.10275::m.10275	Gene.10278::c6078_g1_i2::g.10278::m.10278
975	0.7049	1.1560	0.6098	Gene.10276::c6078_g1_i1::g.10276::m.10276	Gene.10277::c6078_g1_i2::g.10277::m.10277
976	1.4338	65.4670	0.0219	Gene.10276::c6078_g1_i1::g.10276::m.10276	Gene.10278::c6078_g1_i2::g.10278::m.10278
977	0.0222	0.1300	0.1708	Gene.10326::c6102_g1_i1::g.10326::m.10326	Gene.10329::c6102_g1_i2::g.10329::m.10329
978	0.0386	0.0608	0.6353	Gene.10330::c6103_g1_i1::g.10330::m.10330	Gene.10331::c6103_g1_i2::g.10331::m.10331
979	0.0750	0.3266	0.2297	Gene.10330::c6103_g1_i1::g.10330::m.10330	Gene.10332::c6103_g1_i3::g.10332::m.10332
980	0.0272	0.3079	0.0882	Gene.10331::c6103_g1_i2::g.10331::m.10331	Gene.10332::c6103_g1_i3::g.10332::m.10332
981	0.2533	0.1881	1.3463	Gene.10333::c6104_g1_i1::g.10333::m.10333	Gene.10335::c6104_g1_i2::g.10335::m.10335
982	1.4671	59.9434	0.0245	Gene.10334::c6104_g1_i1::g.10334::m.10334	Gene.10335::c6104_g1_i2::g.10335::m.10335
983	0.0346	0.2581	0.1340	Gene.10338::c6106_g1_i1::g.10338::m.10338	Gene.10339::c6106_g1_i2::g.10339::m.10339
984	1.8374	2.2919	0.8017	Gene.10338::c6106_g1_i1::g.10338::m.10338	Gene.10340::c6106_g1_i2::g.10340::m.10340
985	7.0379	14.7845	0.4760	Gene.10338::c6106_g1_i1::g.10338::m.10338	Gene.10341::c6106_g1_i2::g.10341::m.10341
986	0.0359	0.2046	0.1755	Gene.10364::c6121_g1_i1::g.10364::m.10364	Gene.10365::c6121_g1_i2::g.10365::m.10365
987	0.0084	0.3695	0.0228	Gene.10376::c6126_g1_i1::g.10376::m.10376	Gene.10377::c6126_g1_i2::g.10377::m.10377
988	0.0541	0.0959	0.5639	Gene.10385::c6131_g1_i1::g.10385::m.10385	Gene.10387::c6131_g1_i2::g.10387::m.10387
989	0.0103	0.1074	0.0959	Gene.10402::c6140_g1_i1::g.10402::m.10402	Gene.10404::c6140_g1_i2::g.10404::m.10404
990	1.1311	56.2431	0.0201	Gene.10402::c6140_g1_i1::g.10402::m.10402	Gene.10405::c6140_g1_i2::g.10405::m.10405
991	0.0523	0.0005	99.0000	Gene.10403::c6140_g1_i1::g.10403::m.10403	Gene.10405::c6140_g1_i2::g.10405::m.10405
992	0.9904	7.8883	0.1256	Gene.10403::c6140_g1_i1::g.10403::m.10403	Gene.10404::c6140_g1_i2::g.10404::m.10404
993	0.0175	0.1094	0.1599	Gene.10409::c6143_g1_i1::g.10409::m.10409	Gene.10410::c6143_g1_i2::g.10410::m.10410
994	0.0096	0.1556	0.0618	Gene.10429::c6153_g2_i1::g.10429::m.10429	Gene.10430::c6153_g3_i1::g.10430::m.10430
995	1.4364	55.5453	0.0259	Gene.10429::c6153_g2_i1::g.10429::m.10429	Gene.10431::c6153_g3_i1::g.10431::m.10431
996	0.0865	0.2232	0.3877	Gene.10445::c6160_g1_i1::g.10445::m.10445	Gene.10446::c6160_g1_i2::g.10446::m.10446
997	0.2537	0.6920	0.3667	Gene.10446::c6160_g1_i2::g.10446::m.10446	Gene.10447::c6160_g2_i1::g.10447::m.10447
998	0.0116	0.0490	0.2375	Gene.10450::c6162_g1_i1::g.10450::m.10450	Gene.10455::c6162_g1_i2::g.10455::m.10455
999	0.0167	0.0002	99.0000	Gene.10452::c6162_g1_i1::g.10452::m.10452	Gene.10457::c6162_g1_i2::g.10457::m.10457
1000	0.0249	0.0134	1.8568	Gene.10453::c6162_g1_i1::g.10453::m.10453	Gene.10458::c6162_g1_i2::g.10458::m.10458
1001	0.0209	0.1991	0.1049	Gene.10474::c6172_g1_i1::g.10474::m.10474	Gene.10475::c6172_g1_i2::g.10475::m.10475
