Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
37	1.5113	59.3588	0.0255	Gene.11::ClydYONA_Contig4_9658_reads_840_bases::g.11::m.11	Gene.678::ClydYONA_Contig459_208_reads_823_bases::g.678::m.678
38	0.0089	0.0054	1.6603	Gene.11::ClydYONA_Contig4_9658_reads_840_bases::g.11::m.11	Gene.476::ClydYONA_Contig301_268_reads_637_bases::g.476::m.476
39	1.4930	61.8262	0.0241	Gene.11::ClydYONA_Contig4_9658_reads_840_bases::g.11::m.11	Gene.475::ClydYONA_Contig301_268_reads_637_bases::g.475::m.475
40	6.5391	63.6317	0.1028	Gene.12::ClydYONA_Contig5_16016_reads_565_bases::g.12::m.12	Gene.14831::ClydYONA_Contig8143_123_reads_555_bases::g.14831::m.14831
41	0.1401	0.4669	0.3000	Gene.12::ClydYONA_Contig5_16016_reads_565_bases::g.12::m.12	Gene.14832::ClydYONA_Contig8143_123_reads_555_bases::g.14832::m.14832
42	1.5346	60.0165	0.0256	Gene.12::ClydYONA_Contig5_16016_reads_565_bases::g.12::m.12	Gene.14833::ClydYONA_Contig8143_123_reads_555_bases::g.14833::m.14833
43	2.0727	7.0600	0.2936	Gene.12::ClydYONA_Contig5_16016_reads_565_bases::g.12::m.12	Gene.14834::ClydYONA_Contig8143_123_reads_555_bases::g.14834::m.14834
44	1.4826	10.5414	0.1406	Gene.13::ClydYONA_Contig5_16016_reads_565_bases::g.13::m.13	Gene.14831::ClydYONA_Contig8143_123_reads_555_bases::g.14831::m.14831
45	1.0464	0.8795	1.1897	Gene.13::ClydYONA_Contig5_16016_reads_565_bases::g.13::m.13	Gene.14832::ClydYONA_Contig8143_123_reads_555_bases::g.14832::m.14832
46	0.2048	0.1735	1.1801	Gene.13::ClydYONA_Contig5_16016_reads_565_bases::g.13::m.13	Gene.14833::ClydYONA_Contig8143_123_reads_555_bases::g.14833::m.14833
47	13.2572	12.7488	1.0399	Gene.13::ClydYONA_Contig5_16016_reads_565_bases::g.13::m.13	Gene.14834::ClydYONA_Contig8143_123_reads_555_bases::g.14834::m.14834
48	1.2322	1.0557	1.1672	Gene.14::ClydYONA_Contig5_16016_reads_565_bases::g.14::m.14	Gene.14831::ClydYONA_Contig8143_123_reads_555_bases::g.14831::m.14831
49	1.7107	4.1490	0.4123	Gene.14::ClydYONA_Contig5_16016_reads_565_bases::g.14::m.14	Gene.14832::ClydYONA_Contig8143_123_reads_555_bases::g.14832::m.14832
50	2.1792	7.7501	0.2812	Gene.14::ClydYONA_Contig5_16016_reads_565_bases::g.14::m.14	Gene.14833::ClydYONA_Contig8143_123_reads_555_bases::g.14833::m.14833
51	0.0267	0.0292	0.9122	Gene.14::ClydYONA_Contig5_16016_reads_565_bases::g.14::m.14	Gene.14834::ClydYONA_Contig8143_123_reads_555_bases::g.14834::m.14834
52	1.6493	57.0975	0.0289	Gene.15::ClydYONA_Contig5_16016_reads_565_bases::g.15::m.15	Gene.14833::ClydYONA_Contig8143_123_reads_555_bases::g.14833::m.14833
53	1.1466	74.7320	0.0153	Gene.15::ClydYONA_Contig5_16016_reads_565_bases::g.15::m.15	Gene.14832::ClydYONA_Contig8143_123_reads_555_bases::g.14832::m.14832
54	0.0693	0.3336	0.2077	Gene.15::ClydYONA_Contig5_16016_reads_565_bases::g.15::m.15	Gene.14831::ClydYONA_Contig8143_123_reads_555_bases::g.14831::m.14831
55	1.7773	57.1537	0.0311	Gene.15::ClydYONA_Contig5_16016_reads_565_bases::g.15::m.15	Gene.14834::ClydYONA_Contig8143_123_reads_555_bases::g.14834::m.14834
56	0.0000	0.0062	0.0010	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.692::ClydYONA_Contig467_103_reads_633_bases::g.692::m.692
57	1.2767	10.7209	0.1191	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.691::ClydYONA_Contig467_103_reads_633_bases::g.691::m.691
58	0.0022	0.0000	99.0000	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.674::ClydYONA_Contig457_255_reads_619_bases::g.674::m.674
59	1.0069	74.6041	0.0135	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.335::ClydYONA_Contig199_269_reads_436_bases::g.335::m.335
60	0.0000	0.0053	0.0010	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.334::ClydYONA_Contig199_269_reads_436_bases::g.334::m.334
61	0.1327	0.1501	0.8846	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.630::ClydYONA_Contig412_145_reads_526_bases::g.630::m.630
62	1.0824	63.9321	0.0169	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.629::ClydYONA_Contig412_145_reads_526_bases::g.629::m.629
63	1.2025	44.4489	0.0271	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.474::ClydYONA_Contig300_110_reads_334_bases::g.474::m.474
64	0.0112	0.0001	99.0000	Gene.16::ClydYONA_Contig7_14366_reads_828_bases::g.16::m.16	Gene.473::ClydYONA_Contig300_110_reads_334_bases::g.473::m.473
65	1.2376	5.3410	0.2317	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.692::ClydYONA_Contig467_103_reads_633_bases::g.692::m.692
66	0.0000	0.0000	0.0010	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.691::ClydYONA_Contig467_103_reads_633_bases::g.691::m.691
67	0.0027	0.0000	99.0000	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.335::ClydYONA_Contig199_269_reads_436_bases::g.335::m.335
68	1.1966	61.1182	0.0196	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.334::ClydYONA_Contig199_269_reads_436_bases::g.334::m.334
69	1.0968	6.7721	0.1620	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.630::ClydYONA_Contig412_145_reads_526_bases::g.630::m.630
70	0.1333	0.4412	0.3021	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.629::ClydYONA_Contig412_145_reads_526_bases::g.629::m.629
71	0.0000	0.0390	0.0010	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.474::ClydYONA_Contig300_110_reads_334_bases::g.474::m.474
72	0.9259	65.8579	0.0141	Gene.17::ClydYONA_Contig7_14366_reads_828_bases::g.17::m.17	Gene.473::ClydYONA_Contig300_110_reads_334_bases::g.473::m.473
73	0.0014	0.0000	99.0000	Gene.18::ClydYONA_Contig9_17193_reads_1192_bases::g.18::m.18	Gene.578::ClydYONA_Contig369_228_reads_838_bases::g.578::m.578
74	1.1038	62.7884	0.0176	Gene.18::ClydYONA_Contig9_17193_reads_1192_bases::g.18::m.18	Gene.577::ClydYONA_Contig369_228_reads_838_bases::g.577::m.577
75	0.0029	0.0164	0.1772	Gene.18::ClydYONA_Contig9_17193_reads_1192_bases::g.18::m.18	Gene.664::ClydYONA_Contig450_298_reads_445_bases::g.664::m.664
76	0.8028	64.2069	0.0125	Gene.18::ClydYONA_Contig9_17193_reads_1192_bases::g.18::m.18	Gene.663::ClydYONA_Contig450_298_reads_445_bases::g.663::m.663
77	0.9776	62.4619	0.0157	Gene.19::ClydYONA_Contig9_17193_reads_1192_bases::g.19::m.19	Gene.578::ClydYONA_Contig369_228_reads_838_bases::g.578::m.578
78	0.0000	0.0045	0.0010	Gene.19::ClydYONA_Contig9_17193_reads_1192_bases::g.19::m.19	Gene.577::ClydYONA_Contig369_228_reads_838_bases::g.577::m.577
79	1.1370	4.1968	0.2709	Gene.19::ClydYONA_Contig9_17193_reads_1192_bases::g.19::m.19	Gene.664::ClydYONA_Contig450_298_reads_445_bases::g.664::m.664
80	0.0083	0.0001	99.0000	Gene.19::ClydYONA_Contig9_17193_reads_1192_bases::g.19::m.19	Gene.663::ClydYONA_Contig450_298_reads_445_bases::g.663::m.663
81	1.1243	58.9767	0.0191	Gene.20::ClydYONA_Contig10_10191_reads_618_bases::g.20::m.20	Gene.445::ClydYONA_Contig285_273_reads_349_bases::g.445::m.445
82	0.0248	0.0563	0.4400	Gene.21::ClydYONA_Contig10_10191_reads_618_bases::g.21::m.21	Gene.445::ClydYONA_Contig285_273_reads_349_bases::g.445::m.445
83	0.1382	0.1132	1.2204	Gene.22::ClydYONA_Contig11_5028_reads_558_bases::g.22::m.22	Gene.304::ClydYONA_Contig178_2521_reads_559_bases::g.304::m.304
84	1.4881	9.6958	0.1535	Gene.22::ClydYONA_Contig11_5028_reads_558_bases::g.22::m.22	Gene.305::ClydYONA_Contig178_2521_reads_559_bases::g.305::m.305
85	0.0036	0.0000	99.0000	Gene.22::ClydYONA_Contig11_5028_reads_558_bases::g.22::m.22	Gene.780::ClydYONA_Contig536_260_reads_534_bases::g.780::m.780
86	1.2732	63.0913	0.0202	Gene.22::ClydYONA_Contig11_5028_reads_558_bases::g.22::m.22	Gene.781::ClydYONA_Contig536_260_reads_534_bases::g.781::m.781
87	0.0000	0.0156	0.0010	Gene.23::ClydYONA_Contig11_5028_reads_558_bases::g.23::m.23	Gene.305::ClydYONA_Contig178_2521_reads_559_bases::g.305::m.305
88	1.1752	32.2675	0.0364	Gene.23::ClydYONA_Contig11_5028_reads_558_bases::g.23::m.23	Gene.304::ClydYONA_Contig178_2521_reads_559_bases::g.304::m.304
89	0.0000	0.0171	0.0010	Gene.23::ClydYONA_Contig11_5028_reads_558_bases::g.23::m.23	Gene.781::ClydYONA_Contig536_260_reads_534_bases::g.781::m.781
90	2.3524	56.0674	0.0420	Gene.23::ClydYONA_Contig11_5028_reads_558_bases::g.23::m.23	Gene.780::ClydYONA_Contig536_260_reads_534_bases::g.780::m.780
91	0.0040	0.0168	0.2371	Gene.24::ClydYONA_Contig12_3555_reads_377_bases::g.24::m.24	Gene.643::ClydYONA_Contig420_132_reads_318_bases::g.643::m.643
92	0.9919	6.5066	0.1524	Gene.24::ClydYONA_Contig12_3555_reads_377_bases::g.24::m.24	Gene.642::ClydYONA_Contig420_132_reads_318_bases::g.642::m.642
93	2.2539	5.4226	0.4156	Gene.24::ClydYONA_Contig12_3555_reads_377_bases::g.24::m.24	Gene.644::ClydYONA_Contig420_132_reads_318_bases::g.644::m.644
94	0.9646	82.2865	0.0117	Gene.24::ClydYONA_Contig12_3555_reads_377_bases::g.24::m.24	Gene.882::ClydYONA_Contig604_820_reads_414_bases::g.882::m.882
95	4.8914	46.6638	0.1048	Gene.24::ClydYONA_Contig12_3555_reads_377_bases::g.24::m.24	Gene.881::ClydYONA_Contig604_820_reads_414_bases::g.881::m.881
96	0.0048	0.0105	0.4553	Gene.25::ClydYONA_Contig12_3555_reads_377_bases::g.25::m.25	Gene.644::ClydYONA_Contig420_132_reads_318_bases::g.644::m.644
97	1.4684	57.7403	0.0254	Gene.25::ClydYONA_Contig12_3555_reads_377_bases::g.25::m.25	Gene.642::ClydYONA_Contig420_132_reads_318_bases::g.642::m.642
98	1.8467	54.7872	0.0337	Gene.25::ClydYONA_Contig12_3555_reads_377_bases::g.25::m.25	Gene.643::ClydYONA_Contig420_132_reads_318_bases::g.643::m.643
99	1.5613	64.2477	0.0243	Gene.25::ClydYONA_Contig12_3555_reads_377_bases::g.25::m.25	Gene.882::ClydYONA_Contig604_820_reads_414_bases::g.882::m.882
100	0.0160	0.0002	99.0000	Gene.25::ClydYONA_Contig12_3555_reads_377_bases::g.25::m.25	Gene.881::ClydYONA_Contig604_820_reads_414_bases::g.881::m.881
901	0.0222	0.1075	0.2065	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.274::ClydYONA_Contig160_1149_reads_495_bases::g.274::m.274
902	1.1371	58.3959	0.0195	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.273::ClydYONA_Contig160_1149_reads_495_bases::g.273::m.273
903	0.0050	0.0001	99.0000	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.776::ClydYONA_Contig534_106_reads_460_bases::g.776::m.776
904	1.2217	6.0732	0.2012	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.775::ClydYONA_Contig534_106_reads_460_bases::g.775::m.775
905	1.2366	5.5095	0.2245	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.275::ClydYONA_Contig160_1149_reads_495_bases::g.275::m.275
906	0.9092	3.8360	0.2370	Gene.195::ClydYONA_Contig113_6708_reads_1205_bases::g.195::m.195	Gene.777::ClydYONA_Contig534_106_reads_460_bases::g.777::m.777
907	0.0062	0.0001	99.0000	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.275::ClydYONA_Contig160_1149_reads_495_bases::g.275::m.275
908	0.9715	112.3578	0.0086	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.274::ClydYONA_Contig160_1149_reads_495_bases::g.274::m.274
909	2.8378	23.1692	0.1225	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.273::ClydYONA_Contig160_1149_reads_495_bases::g.273::m.273
910	1.1019	120.1972	0.0092	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.776::ClydYONA_Contig534_106_reads_460_bases::g.776::m.776
911	6.1758	46.2372	0.1336	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.775::ClydYONA_Contig534_106_reads_460_bases::g.775::m.775
912	0.0082	0.0001	99.0000	Gene.196::ClydYONA_Contig113_6708_reads_1205_bases::g.196::m.196	Gene.777::ClydYONA_Contig534_106_reads_460_bases::g.777::m.777
913	0.0018	0.0462	0.0389	Gene.197::ClydYONA_Contig114_14161_reads_2131_bases::g.197::m.197	Gene.597::ClydYONA_Contig383_1731_reads_1099_bases::g.597::m.597
914	0.0025	0.0000	99.0000	Gene.198::ClydYONA_Contig114_14161_reads_2131_bases::g.198::m.198	Gene.598::ClydYONA_Contig383_1731_reads_1099_bases::g.598::m.598
915	1.3294	25.4361	0.0523	Gene.198::ClydYONA_Contig114_14161_reads_2131_bases::g.198::m.198	Gene.597::ClydYONA_Contig383_1731_reads_1099_bases::g.597::m.597
916	1.5156	61.7549	0.0245	Gene.198::ClydYONA_Contig114_14161_reads_2131_bases::g.198::m.198	Gene.599::ClydYONA_Contig383_1731_reads_1099_bases::g.599::m.599
917	0.0098	0.0001	99.0000	Gene.199::ClydYONA_Contig114_14161_reads_2131_bases::g.199::m.199	Gene.599::ClydYONA_Contig383_1731_reads_1099_bases::g.599::m.599
918	1.5297	60.8902	0.0251	Gene.199::ClydYONA_Contig114_14161_reads_2131_bases::g.199::m.199	Gene.598::ClydYONA_Contig383_1731_reads_1099_bases::g.598::m.598
919	0.2490	0.3471	0.7173	Gene.199::ClydYONA_Contig114_14161_reads_2131_bases::g.199::m.199	Gene.395::ClydYONA_Contig243_1206_reads_592_bases::g.395::m.395
920	1.0912	23.3114	0.0468	Gene.199::ClydYONA_Contig114_14161_reads_2131_bases::g.199::m.199	Gene.597::ClydYONA_Contig383_1731_reads_1099_bases::g.597::m.597
921	0.0112	0.0001	99.0000	Gene.203::ClydYONA_Contig116_2637_reads_451_bases::g.203::m.203	Gene.384::ClydYONA_Contig238_229_reads_415_bases::g.384::m.384
922	11.4037	35.8642	0.3180	Gene.203::ClydYONA_Contig116_2637_reads_451_bases::g.203::m.203	Gene.385::ClydYONA_Contig238_229_reads_415_bases::g.385::m.385
923	0.0053	0.0077	0.6895	Gene.203::ClydYONA_Contig116_2637_reads_451_bases::g.203::m.203	Gene.716::ClydYONA_Contig489_102_reads_326_bases::g.716::m.716
924	0.0071	0.0139	0.5090	Gene.204::ClydYONA_Contig116_2637_reads_451_bases::g.204::m.204	Gene.385::ClydYONA_Contig238_229_reads_415_bases::g.385::m.385
925	1.2139	63.6635	0.0191	Gene.204::ClydYONA_Contig116_2637_reads_451_bases::g.204::m.204	Gene.384::ClydYONA_Contig238_229_reads_415_bases::g.384::m.384
926	13.5179	0.1365	99.0000	Gene.204::ClydYONA_Contig116_2637_reads_451_bases::g.204::m.204	Gene.716::ClydYONA_Contig489_102_reads_326_bases::g.716::m.716
927	1.3681	12.3834	0.1105	Gene.205::ClydYONA_Contig117_2806_reads_663_bases::g.205::m.205	Gene.698::ClydYONA_Contig473_104_reads_698_bases::g.698::m.698
928	0.0055	0.0001	99.0000	Gene.205::ClydYONA_Contig117_2806_reads_663_bases::g.205::m.205	Gene.697::ClydYONA_Contig473_104_reads_698_bases::g.697::m.697
929	1.4835	30.6373	0.0484	Gene.211::ClydYONA_Contig121_7672_reads_542_bases::g.211::m.211	Gene.914::ClydYONA_Contig627_109_reads_701_bases::g.914::m.914
930	0.1614	0.5442	0.2965	Gene.212::ClydYONA_Contig121_7672_reads_542_bases::g.212::m.212	Gene.914::ClydYONA_Contig627_109_reads_701_bases::g.914::m.914
931	0.0046	0.0000	99.0000	Gene.213::ClydYONA_Contig122_13343_reads_1641_bases::g.213::m.213	Gene.387::ClydYONA_Contig239_3081_reads_1866_bases::g.387::m.387
932	9.9775	32.1277	0.3106	Gene.213::ClydYONA_Contig122_13343_reads_1641_bases::g.213::m.213	Gene.386::ClydYONA_Contig239_3081_reads_1866_bases::g.386::m.386
933	1.2032	63.7873	0.0189	Gene.213::ClydYONA_Contig122_13343_reads_1641_bases::g.213::m.213	Gene.654::ClydYONA_Contig441_305_reads_639_bases::g.654::m.654
934	0.0087	0.0001	99.0000	Gene.213::ClydYONA_Contig122_13343_reads_1641_bases::g.213::m.213	Gene.653::ClydYONA_Contig441_305_reads_639_bases::g.653::m.653
935	1.1715	7.9326	0.1477	Gene.214::ClydYONA_Contig122_13343_reads_1641_bases::g.214::m.214	Gene.387::ClydYONA_Contig239_3081_reads_1866_bases::g.387::m.387
936	0.0000	0.0241	0.0010	Gene.214::ClydYONA_Contig122_13343_reads_1641_bases::g.214::m.214	Gene.386::ClydYONA_Contig239_3081_reads_1866_bases::g.386::m.386
937	0.0019	0.0210	0.0914	Gene.214::ClydYONA_Contig122_13343_reads_1641_bases::g.214::m.214	Gene.654::ClydYONA_Contig441_305_reads_639_bases::g.654::m.654
938	0.8938	70.6823	0.0126	Gene.214::ClydYONA_Contig122_13343_reads_1641_bases::g.214::m.214	Gene.653::ClydYONA_Contig441_305_reads_639_bases::g.653::m.653
939	0.0251	0.0413	0.6068	Gene.216::ClydYONA_Contig123_10704_reads_1252_bases::g.216::m.216	Gene.580::ClydYONA_Contig370_132_reads_725_bases::g.580::m.580
940	1.1752	60.4190	0.0195	Gene.216::ClydYONA_Contig123_10704_reads_1252_bases::g.216::m.216	Gene.579::ClydYONA_Contig370_132_reads_725_bases::g.579::m.579
941	1.0624	46.0081	0.0231	Gene.216::ClydYONA_Contig123_10704_reads_1252_bases::g.216::m.216	Gene.581::ClydYONA_Contig370_132_reads_725_bases::g.581::m.581
942	1.5323	68.0700	0.0225	Gene.216::ClydYONA_Contig123_10704_reads_1252_bases::g.216::m.216	Gene.424::ClydYONA_Contig272_1115_reads_633_bases::g.424::m.424
943	0.0025	0.0000	99.0000	Gene.216::ClydYONA_Contig123_10704_reads_1252_bases::g.216::m.216	Gene.425::ClydYONA_Contig272_1115_reads_633_bases::g.425::m.425
944	1.0261	6.2160	0.1651	Gene.217::ClydYONA_Contig123_10704_reads_1252_bases::g.217::m.217	Gene.580::ClydYONA_Contig370_132_reads_725_bases::g.580::m.580
945	0.0229	0.0796	0.2871	Gene.217::ClydYONA_Contig123_10704_reads_1252_bases::g.217::m.217	Gene.579::ClydYONA_Contig370_132_reads_725_bases::g.579::m.579
946	1.5150	53.2217	0.0285	Gene.217::ClydYONA_Contig123_10704_reads_1252_bases::g.217::m.217	Gene.581::ClydYONA_Contig370_132_reads_725_bases::g.581::m.581
947	0.0000	0.0145	0.0010	Gene.217::ClydYONA_Contig123_10704_reads_1252_bases::g.217::m.217	Gene.424::ClydYONA_Contig272_1115_reads_633_bases::g.424::m.424
948	0.9710	61.3351	0.0158	Gene.217::ClydYONA_Contig123_10704_reads_1252_bases::g.217::m.217	Gene.425::ClydYONA_Contig272_1115_reads_633_bases::g.425::m.425
949	0.0016	0.0000	99.0000	Gene.219::ClydYONA_Contig124_10560_reads_1125_bases::g.219::m.219	Gene.757::ClydYONA_Contig520_142_reads_762_bases::g.757::m.757
950	1.3773	62.4164	0.0221	Gene.219::ClydYONA_Contig124_10560_reads_1125_bases::g.219::m.219	Gene.756::ClydYONA_Contig520_142_reads_762_bases::g.756::m.756
951	0.0000	0.0169	0.0010	Gene.219::ClydYONA_Contig124_10560_reads_1125_bases::g.219::m.219	Gene.512::ClydYONA_Contig325_206_reads_717_bases::g.512::m.512
952	1.2162	16.5905	0.0733	Gene.219::ClydYONA_Contig124_10560_reads_1125_bases::g.219::m.219	Gene.513::ClydYONA_Contig325_206_reads_717_bases::g.513::m.513
