Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
36	1.4669	62.8196	0.0234	Cerafrut_c1321_g1::Cerafrut_c1321_g1_i1::g.1505::m.1505	Cerafrut_c1321_g1::Cerafrut_c1321_g1_i2::g.1506::m.1506
37	0.0048	0.0121	0.3949	Cerafrut_c1340_g1::Cerafrut_c1340_g1_i1::g.1530::m.1530	Cerafrut_c1340_g1::Cerafrut_c1340_g1_i2::g.1533::m.1533
38	0.0135	0.0146	0.9237	Cerafrut_c1348_g1::Cerafrut_c1348_g1_i1::g.1548::m.1548	Cerafrut_c1348_g1::Cerafrut_c1348_g1_i2::g.1549::m.1549
39	0.0064	0.0317	0.2004	Cerafrut_c1415_g1::Cerafrut_c1415_g1_i1::g.1630::m.1630	Cerafrut_c1415_g1::Cerafrut_c1415_g1_i2::g.1631::m.1631
40	0.0076	0.0106	0.7223	Cerafrut_c1553_g1::Cerafrut_c1553_g1_i1::g.1782::m.1782	Cerafrut_c1553_g1::Cerafrut_c1553_g1_i2::g.1784::m.1784
41	0.0000	0.0382	0.0010	Cerafrut_c1571_g1::Cerafrut_c1571_g1_i1::g.1796::m.1796	Cerafrut_c1571_g1::Cerafrut_c1571_g1_i2::g.1797::m.1797
42	0.0000	0.0000	0.0010	Cerafrut_c1607_g1::Cerafrut_c1607_g1_i1::g.1829::m.1829	Cerafrut_c1607_g1::Cerafrut_c1607_g1_i2::g.1830::m.1830
43	0.0087	0.0138	0.6323	Cerafrut_c1764_g1::Cerafrut_c1764_g1_i1::g.2014::m.2014	Cerafrut_c1764_g1::Cerafrut_c1764_g1_i2::g.2017::m.2017
44	0.1366	0.4786	0.2855	Cerafrut_c1785_g1::Cerafrut_c1785_g1_i1::g.2055::m.2055	Cerafrut_c1785_g1::Cerafrut_c1785_g1_i2::g.2056::m.2056
45	1.6345	5.8759	0.2782	Cerafrut_c1854_g1::Cerafrut_c1854_g1_i1::g.2141::m.2141	Cerafrut_c1854_g1::Cerafrut_c1854_g1_i1::g.2142::m.2142
46	0.0092	0.0271	0.3402	Cerafrut_c1913_g1::Cerafrut_c1913_g1_i1::g.2230::m.2230	Cerafrut_c1913_g1::Cerafrut_c1913_g1_i2::g.2231::m.2231
47	0.0000	0.0059	0.0010	Cerafrut_c1936_g1::Cerafrut_c1936_g1_i1::g.2273::m.2273	Cerafrut_c1936_g1::Cerafrut_c1936_g1_i2::g.2275::m.2275
48	0.0090	0.0147	0.6130	Cerafrut_c1961_g1::Cerafrut_c1961_g1_i1::g.2310::m.2310	Cerafrut_c1961_g1::Cerafrut_c1961_g1_i2::g.2311::m.2311
49	0.0039	0.0111	0.3532	Cerafrut_c1983_g1::Cerafrut_c1983_g1_i1::g.2340::m.2340	Cerafrut_c1983_g1::Cerafrut_c1983_g1_i2::g.2341::m.2341
50	0.0639	0.3176	0.2012	Cerafrut_c2032_g1::Cerafrut_c2032_g1_i1::g.2406::m.2406	Cerafrut_c2032_g1::Cerafrut_c2032_g1_i3::g.2408::m.2408
51	0.0639	0.3176	0.2012	Cerafrut_c2032_g1::Cerafrut_c2032_g1_i1::g.2406::m.2406	Cerafrut_c2032_g1::Cerafrut_c2032_g1_i2::g.2407::m.2407
52	1.5538	60.6724	0.0256	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i1::g.2645::m.2645	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i2::g.2648::m.2648
53	0.0000	0.0000	0.0010	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i1::g.2646::m.2646	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i2::g.2648::m.2648
54	1.1634	1.9632	0.5926	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i1::g.2646::m.2646	Cerafrut_c2194_g1::Cerafrut_c2194_g1_i2::g.2647::m.2647
55	0.1039	0.1794	0.5791	Cerafrut_c2259_g1::Cerafrut_c2259_g1_i1::g.2740::m.2740	Cerafrut_c2259_g1::Cerafrut_c2259_g1_i2::g.2741::m.2741
56	0.0000	0.0135	0.0010	Cerafrut_c2279_g1::Cerafrut_c2279_g1_i1::g.2769::m.2769	Cerafrut_c2279_g1::Cerafrut_c2279_g1_i2::g.2770::m.2770
57	0.3920	0.6587	0.5952	Cerafrut_c2290_g1::Cerafrut_c2290_g1_i1::g.2784::m.2784	Cerafrut_c2290_g1::Cerafrut_c2290_g1_i2::g.2785::m.2785
58	0.0632	0.0811	0.7793	Cerafrut_c2294_g1::Cerafrut_c2294_g1_i1::g.2788::m.2788	Cerafrut_c2294_g1::Cerafrut_c2294_g1_i2::g.2789::m.2789
59	0.0066	0.0089	0.7388	Cerafrut_c2306_g1::Cerafrut_c2306_g1_i1::g.2800::m.2800	Cerafrut_c2306_g1::Cerafrut_c2306_g1_i2::g.2801::m.2801
60	0.0021	0.0000	99.0000	Cerafrut_c2358_g1::Cerafrut_c2358_g1_i1::g.2878::m.2878	Cerafrut_c2358_g1::Cerafrut_c2358_g1_i3::g.2880::m.2880
61	0.0509	0.1384	0.3678	Cerafrut_c2373_g1::Cerafrut_c2373_g1_i1::g.2898::m.2898	Cerafrut_c2373_g1::Cerafrut_c2373_g1_i2::g.2899::m.2899
62	2.3758	11.4334	0.2078	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i1::g.2942::m.2942	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i2::g.2945::m.2945
63	0.0083	0.0213	0.3895	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i1::g.2942::m.2942	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i2::g.2944::m.2944
64	0.0118	0.0250	0.4727	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i1::g.2943::m.2943	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i2::g.2945::m.2945
65	3.4774	3.0500	1.1401	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i1::g.2943::m.2943	Cerafrut_c2402_g1::Cerafrut_c2402_g1_i2::g.2944::m.2944
66	1.6723	26.8564	0.0623	Cerafrut_c2434_g1::Cerafrut_c2434_g1_i1::g.3002::m.3002	Cerafrut_c2434_g1::Cerafrut_c2434_g1_i2::g.3004::m.3004
67	1.3587	76.7201	0.0177	Cerafrut_c2434_g1::Cerafrut_c2434_g1_i1::g.3003::m.3003	Cerafrut_c2434_g1::Cerafrut_c2434_g1_i2::g.3004::m.3004
68	0.0000	0.0050	0.0010	Cerafrut_c2437_g1::Cerafrut_c2437_g1_i1::g.3005::m.3005	Cerafrut_c2437_g1::Cerafrut_c2437_g1_i2::g.3007::m.3007
69	0.0025	0.0052	0.4823	Cerafrut_c2442_g1::Cerafrut_c2442_g1_i1::g.3017::m.3017	Cerafrut_c2442_g1::Cerafrut_c2442_g1_i2::g.3021::m.3021
70	0.0130	0.0083	1.5692	Cerafrut_c2442_g1::Cerafrut_c2442_g1_i1::g.3018::m.3018	Cerafrut_c2442_g1::Cerafrut_c2442_g1_i2::g.3023::m.3023
71	0.0276	0.1166	0.2366	Cerafrut_c2484_g1::Cerafrut_c2484_g1_i1::g.3088::m.3088	Cerafrut_c2484_g1::Cerafrut_c2484_g1_i2::g.3089::m.3089
72	0.0033	0.0000	99.0000	Cerafrut_c2570_g1::Cerafrut_c2570_g1_i1::g.3196::m.3196	Cerafrut_c2570_g1::Cerafrut_c2570_g1_i2::g.3197::m.3197
73	0.0058	0.0001	99.0000	Cerafrut_c2599_g1::Cerafrut_c2599_g1_i2::g.3227::m.3227	Cerafrut_c2599_g1::Cerafrut_c2599_g1_i3::g.3228::m.3228
74	0.0073	0.0113	0.6434	Cerafrut_c2630_g1::Cerafrut_c2630_g1_i1::g.3276::m.3276	Cerafrut_c2630_g1::Cerafrut_c2630_g1_i2::g.3277::m.3277
75	0.1346	0.2029	0.6635	Cerafrut_c2733_g1::Cerafrut_c2733_g1_i1::g.3397::m.3397	Cerafrut_c2733_g1::Cerafrut_c2733_g1_i3::g.3398::m.3398
76	0.0010	0.0027	0.3817	Cerafrut_c2898_g1::Cerafrut_c2898_g1_i1::g.3632::m.3632	Cerafrut_c2898_g1::Cerafrut_c2898_g1_i2::g.3633::m.3633
77	0.0027	0.0000	99.0000	Cerafrut_c2926_g1::Cerafrut_c2926_g1_i1::g.3673::m.3673	Cerafrut_c2926_g1::Cerafrut_c2926_g1_i2::g.3674::m.3674
78	0.0000	0.0055	0.0010	Cerafrut_c2988_g1::Cerafrut_c2988_g1_i1::g.3753::m.3753	Cerafrut_c2988_g1::Cerafrut_c2988_g1_i2::g.3754::m.3754
79	0.0163	0.0211	0.7708	Cerafrut_c3006_g1::Cerafrut_c3006_g1_i1::g.3783::m.3783	Cerafrut_c3006_g1::Cerafrut_c3006_g1_i2::g.3784::m.3784
80	0.0794	0.0990	0.8026	Cerafrut_c3014_g1::Cerafrut_c3014_g1_i1::g.3797::m.3797	Cerafrut_c3014_g1::Cerafrut_c3014_g1_i2::g.3798::m.3798
81	0.2608	1.0228	0.2550	Cerafrut_c3087_g1::Cerafrut_c3087_g1_i2::g.3884::m.3884	Cerafrut_c3087_g2::Cerafrut_c3087_g2_i1::g.3885::m.3885
82	0.0053	0.0423	0.1256	Cerafrut_c3098_g1::Cerafrut_c3098_g1_i1::g.3900::m.3900	Cerafrut_c3098_g1::Cerafrut_c3098_g1_i2::g.3901::m.3901
83	0.0238	0.0168	1.4162	Cerafrut_c3112_g1::Cerafrut_c3112_g1_i1::g.3921::m.3921	Cerafrut_c3112_g1::Cerafrut_c3112_g1_i3::g.3923::m.3923
84	0.0185	0.0178	1.0435	Cerafrut_c3112_g1::Cerafrut_c3112_g1_i2::g.3922::m.3922	Cerafrut_c3112_g1::Cerafrut_c3112_g1_i3::g.3923::m.3923
85	0.0000	0.0000	0.4070	Cerafrut_c3174_g1::Cerafrut_c3174_g1_i1::g.4011::m.4011	Cerafrut_c3174_g1::Cerafrut_c3174_g1_i2::g.4014::m.4014
86	0.0173	0.0146	1.1862	Cerafrut_c3213_g1::Cerafrut_c3213_g1_i1::g.4069::m.4069	Cerafrut_c3213_g1::Cerafrut_c3213_g1_i2::g.4070::m.4070
87	0.0189	0.0191	0.9908	Cerafrut_c3256_g1::Cerafrut_c3256_g1_i1::g.4131::m.4131	Cerafrut_c3256_g1::Cerafrut_c3256_g1_i3::g.4132::m.4132
88	0.0734	0.1581	0.4644	Cerafrut_c3324_g1::Cerafrut_c3324_g1_i1::g.4238::m.4238	Cerafrut_c3324_g1::Cerafrut_c3324_g1_i2::g.4239::m.4239
89	0.0173	0.0421	0.4107	Cerafrut_c3354_g1::Cerafrut_c3354_g1_i1::g.4285::m.4285	Cerafrut_c3354_g1::Cerafrut_c3354_g1_i2::g.4286::m.4286
90	0.0000	0.0053	0.0010	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i1::g.4295::m.4295	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i2::g.4297::m.4297
91	1.1107	66.3558	0.0167	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i1::g.4295::m.4295	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i2::g.4298::m.4298
92	0.0562	0.0186	3.0312	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i1::g.4296::m.4296	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i2::g.4298::m.4298
93	1.5923	19.8907	0.0801	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i1::g.4296::m.4296	Cerafrut_c3361_g1::Cerafrut_c3361_g1_i2::g.4297::m.4297
94	0.1483	0.2138	0.6936	Cerafrut_c3403_g1::Cerafrut_c3403_g1_i1::g.4350::m.4350	Cerafrut_c3403_g1::Cerafrut_c3403_g1_i2::g.4352::m.4352
95	0.1987	0.1610	1.2339	Cerafrut_c3403_g1::Cerafrut_c3403_g1_i1::g.4350::m.4350	Cerafrut_c3403_g2::Cerafrut_c3403_g2_i1::g.4351::m.4351
96	0.2339	0.3819	0.6124	Cerafrut_c3403_g2::Cerafrut_c3403_g2_i1::g.4351::m.4351	Cerafrut_c3403_g1::Cerafrut_c3403_g1_i2::g.4352::m.4352
97	0.0172	0.0060	2.8855	Cerafrut_c3416_g1::Cerafrut_c3416_g1_i1::g.4367::m.4367	Cerafrut_c3416_g1::Cerafrut_c3416_g1_i3::g.4368::m.4368
98	0.0122	0.0170	0.7191	Cerafrut_c3423_g1::Cerafrut_c3423_g1_i2::g.4380::m.4380	Cerafrut_c3423_g1::Cerafrut_c3423_g1_i3::g.4381::m.4381
99	0.0009	0.0044	0.2026	Cerafrut_c3427_g1::Cerafrut_c3427_g1_i1::g.4386::m.4386	Cerafrut_c3427_g1::Cerafrut_c3427_g1_i2::g.4388::m.4388
100	0.0000	0.0071	0.0010	Cerafrut_c3468_g1::Cerafrut_c3468_g1_i1::g.4453::m.4453	Cerafrut_c3468_g1::Cerafrut_c3468_g1_i2::g.4454::m.4454
901	0.0020	0.0092	0.2190	Cerafrut_c7998_g1::Cerafrut_c7998_g1_i3::g.13743::m.13743	Cerafrut_c7998_g1::Cerafrut_c7998_g1_i4::g.13744::m.13744
902	0.0000	0.0046	0.0010	Cerafrut_c8019_g1::Cerafrut_c8019_g1_i1::g.13804::m.13804	Cerafrut_c8019_g1::Cerafrut_c8019_g1_i2::g.13805::m.13805
903	0.0000	0.0046	0.0010	Cerafrut_c8019_g1::Cerafrut_c8019_g1_i2::g.13805::m.13805	Cerafrut_c8019_g1::Cerafrut_c8019_g1_i3::g.13807::m.13807
904	0.0011	0.0059	0.1938	Cerafrut_c8020_g1::Cerafrut_c8020_g1_i1::g.13809::m.13809	Cerafrut_c8020_g1::Cerafrut_c8020_g1_i3::g.13811::m.13811
905	0.0069	0.0138	0.5023	Cerafrut_c8020_g1::Cerafrut_c8020_g1_i2::g.13810::m.13810	Cerafrut_c8020_g1::Cerafrut_c8020_g1_i3::g.13811::m.13811
906	0.9119	67.0173	0.0136	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i1::g.13848::m.13848	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i2::g.13851::m.13851
907	0.0000	0.0258	0.0010	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i1::g.13848::m.13848	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i2::g.13852::m.13852
908	0.0225	0.0160	1.4028	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i1::g.13849::m.13849	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i2::g.13851::m.13851
909	0.9686	4.3401	0.2232	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i1::g.13849::m.13849	Cerafrut_c8039_g1::Cerafrut_c8039_g1_i2::g.13852::m.13852
910	0.0063	0.0163	0.3868	Cerafrut_c8042_g1::Cerafrut_c8042_g1_i1::g.13856::m.13856	Cerafrut_c8042_g1::Cerafrut_c8042_g1_i2::g.13858::m.13858
911	0.0016	0.0030	0.5251	Cerafrut_c8043_g1::Cerafrut_c8043_g1_i1::g.13860::m.13860	Cerafrut_c8043_g1::Cerafrut_c8043_g1_i2::g.13861::m.13861
912	0.0000	0.0087	0.0010	Cerafrut_c8046_g1::Cerafrut_c8046_g1_i1::g.13876::m.13876	Cerafrut_c8046_g1::Cerafrut_c8046_g1_i2::g.13877::m.13877
913	0.0000	0.0087	0.0010	Cerafrut_c8046_g1::Cerafrut_c8046_g1_i2::g.13877::m.13877	Cerafrut_c8046_g1::Cerafrut_c8046_g1_i3::g.13878::m.13878
914	0.0039	0.0267	0.1443	Cerafrut_c8049_g1::Cerafrut_c8049_g1_i1::g.13884::m.13884	Cerafrut_c8049_g1::Cerafrut_c8049_g1_i2::g.13886::m.13886
915	1.3598	2.8463	0.4778	Cerafrut_c8054_g1::Cerafrut_c8054_g1_i1::g.13896::m.13896	Cerafrut_c8054_g1::Cerafrut_c8054_g1_i2::g.13899::m.13899
916	0.0159	0.0319	0.4974	Cerafrut_c8055_g1::Cerafrut_c8055_g1_i1::g.13900::m.13900	Cerafrut_c8055_g1::Cerafrut_c8055_g1_i3::g.13904::m.13904
917	0.0190	0.0518	0.3667	Cerafrut_c8055_g1::Cerafrut_c8055_g1_i2::g.13902::m.13902	Cerafrut_c8055_g1::Cerafrut_c8055_g1_i3::g.13904::m.13904
918	0.0000	0.0026	0.0010	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i1::g.13918::m.13918	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13922::m.13922
919	0.0000	0.0190	0.0010	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i1::g.13921::m.13921	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13923::m.13923
920	1.2028	2.9364	0.4096	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i1::g.13921::m.13921	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13922::m.13922
921	0.0000	0.0026	0.0010	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13922::m.13922	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i3::g.13924::m.13924
922	1.2028	2.9364	0.4096	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13922::m.13922	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i3::g.13926::m.13926
923	0.0000	0.0190	0.0010	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i2::g.13923::m.13923	Cerafrut_c8060_g1::Cerafrut_c8060_g1_i3::g.13926::m.13926
924	0.0013	0.0000	99.0000	Cerafrut_c8068_g1::Cerafrut_c8068_g1_i1::g.13944::m.13944	Cerafrut_c8068_g1::Cerafrut_c8068_g1_i2::g.13945::m.13945
925	0.0000	0.0057	0.0010	Cerafrut_c8087_g1::Cerafrut_c8087_g1_i1::g.13992::m.13992	Cerafrut_c8087_g1::Cerafrut_c8087_g1_i2::g.13993::m.13993
926	0.0016	0.0039	0.4174	Cerafrut_c8093_g1::Cerafrut_c8093_g1_i1::g.14008::m.14008	Cerafrut_c8093_g1::Cerafrut_c8093_g1_i2::g.14010::m.14010
927	0.0020	0.0113	0.1749	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14017::m.14017	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14025::m.14025
928	0.0020	0.0113	0.1749	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14017::m.14017	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14023::m.14023
929	0.9958	3.8922	0.2558	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14017::m.14017	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14026::m.14026
930	0.9958	3.8922	0.2558	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14017::m.14017	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14024::m.14024
931	0.0039	0.0000	99.0000	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14018::m.14018	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14026::m.14026
932	0.9884	4.4918	0.2200	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14018::m.14018	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14025::m.14025
933	0.0039	0.0000	99.0000	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14018::m.14018	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14024::m.14024
934	0.9884	4.4918	0.2200	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i1::g.14018::m.14018	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14023::m.14023
935	0.0020	0.0113	0.1749	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14019::m.14019	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14025::m.14025
936	0.0020	0.0113	0.1749	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14019::m.14019	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14023::m.14023
937	0.9958	3.8922	0.2558	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14019::m.14019	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14026::m.14026
938	0.9958	3.8922	0.2558	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14019::m.14019	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14024::m.14024
939	0.0039	0.0000	99.0000	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14020::m.14020	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14026::m.14026
940	0.9884	4.4918	0.2200	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14020::m.14020	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i5::g.14025::m.14025
941	0.0039	0.0000	99.0000	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14020::m.14020	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14024::m.14024
942	0.9884	4.4918	0.2200	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i2::g.14020::m.14020	Cerafrut_c8096_g1::Cerafrut_c8096_g1_i4::g.14023::m.14023
