Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
20	1.7851	7.6258	0.2341	Ceratahi_c831_g1::Ceratahi_c831_g1_i1::g.746::m.746	Ceratahi_c831_g1::Ceratahi_c831_g1_i2::g.748::m.748
21	0.0175	0.0431	0.4055	Ceratahi_c949_g1::Ceratahi_c949_g1_i1::g.859::m.859	Ceratahi_c949_g1::Ceratahi_c949_g1_i2::g.861::m.861
22	0.6944	1.2562	0.5528	Ceratahi_c1179_g1::Ceratahi_c1179_g1_i1::g.1046::m.1046	Ceratahi_c1179_g1::Ceratahi_c1179_g1_i2::g.1047::m.1047
23	0.2563	0.2496	1.0269	Ceratahi_c1229_g1::Ceratahi_c1229_g1_i1::g.1095::m.1095	Ceratahi_c1229_g1::Ceratahi_c1229_g1_i2::g.1096::m.1096
24	0.0215	0.0653	0.3294	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i1::g.1106::m.1106	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i2::g.1109::m.1109
25	0.8152	2.4327	0.3351	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i1::g.1106::m.1106	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i2::g.1108::m.1108
26	0.9645	2.4113	0.4000	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i1::g.1107::m.1107	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i2::g.1109::m.1109
27	0.0067	0.0800	0.0840	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i1::g.1107::m.1107	Ceratahi_c1234_g1::Ceratahi_c1234_g1_i2::g.1108::m.1108
28	0.0224	0.0559	0.4002	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1117::m.1117	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1120::m.1120
29	0.0389	0.0330	1.1809	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1117::m.1117	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i2::g.1119::m.1119
30	1.6534	52.3537	0.0316	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1117::m.1117	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1121::m.1121
31	0.0325	0.0571	0.5693	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1118::m.1118	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1121::m.1121
32	1.3785	53.9943	0.0255	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1118::m.1118	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1120::m.1120
33	1.3229	52.3862	0.0253	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i1::g.1118::m.1118	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i2::g.1119::m.1119
34	0.0182	0.0687	0.2645	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i2::g.1119::m.1119	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1120::m.1120
35	1.5703	51.5872	0.0304	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i2::g.1119::m.1119	Ceratahi_c1246_g1::Ceratahi_c1246_g1_i3::g.1121::m.1121
36	0.0066	0.0168	0.3927	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i1::g.1139::m.1139	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i2::g.1142::m.1142
37	3.1213	53.3624	0.0585	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i1::g.1139::m.1139	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i2::g.1141::m.1141
38	3.1612	10.8058	0.2925	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i1::g.1140::m.1140	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i2::g.1142::m.1142
39	0.0000	0.0078	0.0010	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i1::g.1140::m.1140	Ceratahi_c1263_g1::Ceratahi_c1263_g1_i2::g.1141::m.1141
40	0.0813	0.1284	0.6335	Ceratahi_c1266_g1::Ceratahi_c1266_g1_i1::g.1147::m.1147	Ceratahi_c1266_g1::Ceratahi_c1266_g1_i2::g.1148::m.1148
41	0.0214	0.0161	1.3342	Ceratahi_c1408_g1::Ceratahi_c1408_g1_i1::g.1290::m.1290	Ceratahi_c1408_g1::Ceratahi_c1408_g1_i2::g.1291::m.1291
42	0.0035	0.0000	99.0000	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1313::m.1313	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1315::m.1315
43	1.1286	34.5952	0.0326	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1313::m.1313	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1316::m.1316
44	1.4603	58.5949	0.0249	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1313::m.1313	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1317::m.1317
45	0.0000	0.0076	0.0010	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1314::m.1314	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1316::m.1316
46	1.0497	13.4024	0.0783	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1314::m.1314	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1315::m.1315
47	1.2122	11.8320	0.1024	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i1::g.1314::m.1314	Ceratahi_c1428_g1::Ceratahi_c1428_g1_i2::g.1317::m.1317
48	0.0251	0.0816	0.3074	Ceratahi_c1453_g1::Ceratahi_c1453_g1_i1::g.1354::m.1354	Ceratahi_c1453_g1::Ceratahi_c1453_g1_i3::g.1355::m.1355
49	0.0000	0.0000	0.0010	Ceratahi_c1484_g1::Ceratahi_c1484_g1_i1::g.1386::m.1386	Ceratahi_c1484_g1::Ceratahi_c1484_g1_i2::g.1387::m.1387
50	0.0264	0.4449	0.0592	Ceratahi_c1518_g1::Ceratahi_c1518_g1_i1::g.1413::m.1413	Ceratahi_c1518_g1::Ceratahi_c1518_g1_i2::g.1416::m.1416
51	1.4402	56.1861	0.0256	Ceratahi_c1518_g1::Ceratahi_c1518_g1_i1::g.1414::m.1414	Ceratahi_c1518_g1::Ceratahi_c1518_g1_i2::g.1416::m.1416
52	0.0041	0.0000	99.0000	Ceratahi_c1597_g1::Ceratahi_c1597_g1_i1::g.1481::m.1481	Ceratahi_c1597_g1::Ceratahi_c1597_g1_i2::g.1482::m.1482
53	0.0162	0.0271	0.5979	Ceratahi_c1677_g1::Ceratahi_c1677_g1_i1::g.1575::m.1575	Ceratahi_c1677_g1::Ceratahi_c1677_g1_i2::g.1577::m.1577
54	0.0000	0.0334	0.0010	Ceratahi_c1691_g1::Ceratahi_c1691_g1_i1::g.1600::m.1600	Ceratahi_c1691_g1::Ceratahi_c1691_g1_i2::g.1601::m.1601
55	0.0240	0.0671	0.3580	Ceratahi_c1772_g1::Ceratahi_c1772_g1_i1::g.1681::m.1681	Ceratahi_c1772_g1::Ceratahi_c1772_g1_i2::g.1682::m.1682
56	0.0412	0.0479	0.8593	Ceratahi_c1809_g1::Ceratahi_c1809_g1_i1::g.1722::m.1722	Ceratahi_c1809_g1::Ceratahi_c1809_g1_i2::g.1723::m.1723
57	0.0199	0.0297	0.6709	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1816::m.1816	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1818::m.1818
58	1.4065	66.5904	0.0211	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1816::m.1816	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1819::m.1819
59	2.1393	1.6644	1.2853	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1816::m.1816	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1820::m.1820
60	0.0282	0.0189	1.4945	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1817::m.1817	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1819::m.1819
61	1.2036	3.4315	0.3508	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1817::m.1817	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1818::m.1818
62	13.4337	0.1357	99.0000	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i1::g.1817::m.1817	Ceratahi_c1886_g1::Ceratahi_c1886_g1_i2::g.1820::m.1820
63	0.0126	0.0298	0.4236	Ceratahi_c1969_g1::Ceratahi_c1969_g1_i1::g.1932::m.1932	Ceratahi_c1969_g1::Ceratahi_c1969_g1_i2::g.1934::m.1934
64	1.0796	63.5871	0.0170	Ceratahi_c1969_g1::Ceratahi_c1969_g1_i1::g.1933::m.1933	Ceratahi_c1969_g1::Ceratahi_c1969_g1_i2::g.1934::m.1934
65	0.1777	0.4557	0.3898	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i1::g.1960::m.1960	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i2::g.1961::m.1961
66	0.7375	0.8898	0.8289	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i1::g.1960::m.1960	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i2::g.1963::m.1963
67	1.6481	69.9264	0.0236	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i1::g.1960::m.1960	Ceratahi_c1986_g1::Ceratahi_c1986_g1_i2::g.1962::m.1962
68	0.0087	0.0129	0.6718	Ceratahi_c2041_g1::Ceratahi_c2041_g1_i1::g.2039::m.2039	Ceratahi_c2041_g1::Ceratahi_c2041_g1_i2::g.2040::m.2040
69	1.4779	17.8621	0.0827	Ceratahi_c2041_g1::Ceratahi_c2041_g1_i1::g.2039::m.2039	Ceratahi_c2041_g1::Ceratahi_c2041_g1_i2::g.2041::m.2041
70	0.0060	0.0148	0.4041	Ceratahi_c2043_g1::Ceratahi_c2043_g1_i1::g.2046::m.2046	Ceratahi_c2043_g1::Ceratahi_c2043_g1_i2::g.2048::m.2048
71	0.2943	0.4246	0.6932	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i1::g.2093::m.2093	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i2::g.2095::m.2095
72	0.0622	0.1124	0.5540	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i1::g.2094::m.2094	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i2::g.2096::m.2096
73	1.3970	14.4452	0.0967	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i1::g.2094::m.2094	Ceratahi_c2072_g1::Ceratahi_c2072_g1_i2::g.2095::m.2095
74	1.3298	2.8525	0.4662	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2108::m.2108	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2112::m.2112
75	0.0247	0.0549	0.4494	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2108::m.2108	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2111::m.2111
76	0.0397	0.0157	2.5244	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2109::m.2109	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2112::m.2112
77	1.1547	4.0982	0.2818	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2109::m.2109	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2111::m.2111
78	1.5877	7.5158	0.2113	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2110::m.2110	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2112::m.2112
79	1.0592	62.2363	0.0170	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i1::g.2110::m.2110	Ceratahi_c2089_g1::Ceratahi_c2089_g1_i2::g.2111::m.2111
80	0.0339	0.1727	0.1961	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2204::m.2204	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2208::m.2208
81	0.9597	64.0174	0.0150	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2204::m.2204	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2207::m.2207
82	0.0388	0.0497	0.7813	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2205::m.2205	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2207::m.2207
83	1.2831	72.7057	0.0176	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2205::m.2205	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2208::m.2208
84	18.1272	14.0928	1.2863	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2206::m.2206	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2208::m.2208
85	1.3847	75.7111	0.0183	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i1::g.2206::m.2206	Ceratahi_c2155_g1::Ceratahi_c2155_g1_i2::g.2207::m.2207
86	0.0055	0.0001	99.0000	Ceratahi_c2169_g1::Ceratahi_c2169_g1_i1::g.2234::m.2234	Ceratahi_c2169_g1::Ceratahi_c2169_g1_i2::g.2235::m.2235
87	0.1170	0.1302	0.8990	Ceratahi_c2172_g1::Ceratahi_c2172_g1_i1::g.2241::m.2241	Ceratahi_c2172_g1::Ceratahi_c2172_g1_i2::g.2242::m.2242
88	0.0040	0.0181	0.2229	Ceratahi_c2177_g1::Ceratahi_c2177_g1_i1::g.2246::m.2246	Ceratahi_c2177_g1::Ceratahi_c2177_g1_i2::g.2247::m.2247
89	1.4976	73.0636	0.0205	Ceratahi_c2177_g1::Ceratahi_c2177_g1_i1::g.2246::m.2246	Ceratahi_c2177_g1::Ceratahi_c2177_g1_i2::g.2248::m.2248
90	0.0000	0.0000	0.3146	Ceratahi_c2181_g1::Ceratahi_c2181_g1_i1::g.2251::m.2251	Ceratahi_c2181_g1::Ceratahi_c2181_g1_i2::g.2252::m.2252
91	0.0380	0.0004	99.0000	Ceratahi_c2195_g1::Ceratahi_c2195_g1_i2::g.2278::m.2278	Ceratahi_c2195_g1::Ceratahi_c2195_g1_i3::g.2281::m.2281
92	0.0038	0.0329	0.1151	Ceratahi_c2199_g1::Ceratahi_c2199_g1_i1::g.2283::m.2283	Ceratahi_c2199_g1::Ceratahi_c2199_g1_i3::g.2286::m.2286
93	0.0034	0.0298	0.1156	Ceratahi_c2199_g1::Ceratahi_c2199_g1_i2::g.2284::m.2284	Ceratahi_c2199_g1::Ceratahi_c2199_g1_i3::g.2286::m.2286
94	0.0000	0.0067	0.0010	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i1::g.2292::m.2292	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2296::m.2296
95	1.5742	61.7898	0.0255	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i1::g.2292::m.2292	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2297::m.2297
96	0.0000	0.0000	0.4922	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i1::g.2293::m.2293	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2297::m.2297
97	1.5774	65.6013	0.0240	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i1::g.2293::m.2293	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2296::m.2296
98	0.0308	0.0557	0.5540	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i2::g.2294::m.2294	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2296::m.2296
99	1.6734	61.4732	0.0272	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i2::g.2294::m.2294	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2297::m.2297
100	0.0599	0.0459	1.3053	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i2::g.2295::m.2295	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2297::m.2297
101	1.2095	66.4444	0.0182	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i2::g.2295::m.2295	Ceratahi_c2205_g1::Ceratahi_c2205_g1_i3::g.2296::m.2296
102	0.0021	0.0000	99.0000	Ceratahi_c2208_g1::Ceratahi_c2208_g1_i1::g.2300::m.2300	Ceratahi_c2208_g1::Ceratahi_c2208_g1_i2::g.2302::m.2302
103	0.0021	0.0000	99.0000	Ceratahi_c2208_g1::Ceratahi_c2208_g1_i2::g.2302::m.2302	Ceratahi_c2208_g1::Ceratahi_c2208_g1_i3::g.2304::m.2304
104	0.0170	0.0251	0.6771	Ceratahi_c2228_g1::Ceratahi_c2228_g1_i1::g.2339::m.2339	Ceratahi_c2228_g1::Ceratahi_c2228_g1_i2::g.2341::m.2341
105	0.0232	0.0119	1.9594	Ceratahi_c2261_g1::Ceratahi_c2261_g1_i1::g.2379::m.2379	Ceratahi_c2261_g1::Ceratahi_c2261_g1_i3::g.2381::m.2381
106	0.0024	0.0096	0.2503	Ceratahi_c2279_g1::Ceratahi_c2279_g1_i1::g.2413::m.2413	Ceratahi_c2279_g1::Ceratahi_c2279_g1_i2::g.2416::m.2416
107	0.0101	0.0721	0.1401	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2433::m.2433	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2438::m.2438
108	0.8523	64.1630	0.0133	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2433::m.2433	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2437::m.2437
109	1.1510	66.2969	0.0174	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2433::m.2433	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2439::m.2439
110	1.0691	18.4401	0.0580	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2434::m.2434	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2438::m.2438
111	0.0433	0.0710	0.6101	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2434::m.2434	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2437::m.2437
112	1.4784	7.1224	0.2076	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2434::m.2434	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2439::m.2439
113	1.4861	59.1240	0.0251	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2435::m.2435	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2438::m.2438
114	1.4828	3.9283	0.3775	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2435::m.2435	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2437::m.2437
115	1.2760	11.3552	0.1124	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2435::m.2435	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2439::m.2439
116	0.0189	0.0002	99.0000	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2436::m.2436	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2439::m.2439
117	1.5805	7.1598	0.2207	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2436::m.2436	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2438::m.2438
118	11.9955	22.1751	0.5409	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i1::g.2436::m.2436	Ceratahi_c2288_g1::Ceratahi_c2288_g1_i3::g.2437::m.2437
119	0.0510	0.1182	0.4311	Ceratahi_c2323_g1::Ceratahi_c2323_g1_i1::g.2485::m.2485	Ceratahi_c2323_g1::Ceratahi_c2323_g1_i2::g.2486::m.2486
120	0.0167	0.0184	0.9029	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i1::g.2487::m.2487	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i3::g.2489::m.2489
121	3.3780	10.2778	0.3287	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i1::g.2487::m.2487	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i3::g.2490::m.2490
122	0.0169	0.0351	0.4809	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i1::g.2488::m.2488	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i3::g.2490::m.2490
123	3.6777	22.6707	0.1622	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i1::g.2488::m.2488	Ceratahi_c2324_g1::Ceratahi_c2324_g1_i3::g.2489::m.2489
124	0.0295	0.0320	0.9215	Ceratahi_c2333_g1::Ceratahi_c2333_g1_i1::g.2502::m.2502	Ceratahi_c2333_g1::Ceratahi_c2333_g1_i2::g.2503::m.2503
125	0.0000	0.0170	0.0010	Ceratahi_c2356_g1::Ceratahi_c2356_g1_i1::g.2536::m.2536	Ceratahi_c2356_g1::Ceratahi_c2356_g1_i2::g.2537::m.2537
126	0.0291	0.0744	0.3914	Ceratahi_c2362_g1::Ceratahi_c2362_g1_i1::g.2548::m.2548	Ceratahi_c2362_g1::Ceratahi_c2362_g1_i3::g.2549::m.2549
127	0.0519	0.0341	1.5203	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i1::g.2564::m.2564	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i2::g.2566::m.2566
128	1.2443	58.8267	0.0212	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i1::g.2564::m.2564	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i2::g.2567::m.2567
129	0.0139	0.0085	1.6428	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i1::g.2565::m.2565	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i2::g.2567::m.2567
130	1.2658	3.9564	0.3199	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i1::g.2565::m.2565	Ceratahi_c2368_g1::Ceratahi_c2368_g1_i2::g.2566::m.2566
131	16.7885	16.1672	1.0384	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2578::m.2578	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2582::m.2582
132	0.0601	0.0338	1.7776	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2578::m.2578	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2581::m.2581
133	1.8336	87.6468	0.0209	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2578::m.2578	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2583::m.2583
134	0.0389	0.0803	0.4842	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2579::m.2579	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2582::m.2582
135	12.6061	0.1273	99.0000	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2579::m.2579	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2581::m.2581
136	1.7717	63.3769	0.0280	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2579::m.2579	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2583::m.2583
137	0.0504	0.0980	0.5139	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2580::m.2580	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2583::m.2583
138	1.5557	61.6727	0.0252	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2580::m.2580	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2582::m.2582
139	1.7529	65.2782	0.0269	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i1::g.2580::m.2580	Ceratahi_c2376_g1::Ceratahi_c2376_g1_i2::g.2581::m.2581
140	0.0000	0.0408	0.0010	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i1::g.2597::m.2597	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i2::g.2599::m.2599
141	1.5661	2.4936	0.6281	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i1::g.2597::m.2597	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i2::g.2600::m.2600
142	0.0185	0.0002	99.0000	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i1::g.2598::m.2598	Ceratahi_c2385_g1::Ceratahi_c2385_g1_i2::g.2600::m.2600
